Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1389,0.33261494252873564
All Appts,CHAPLAIN,31,0.007423371647509579
All Appts,CLINICIAN,1361,0.32590996168582376
All Appts,COACH,881,0.21096743295019157
All Appts,OTHER,22,0.005268199233716475
All Appts,PEER,11,0.0026340996168582377
All Appts,PSYCHIATRIST,443,0.10608237547892721
All Appts,UNDEFINED,38,0.009099616858237548
All Appts - Past 90 Days,CARE_MANAGER,89,0.4587628865979381
All Appts - Past 90 Days,CLINICIAN,23,0.11855670103092783
All Appts - Past 90 Days,COACH,47,0.2422680412371134
All Appts - Past 90 Days,UNDEFINED,35,0.18041237113402062
Appts with Escalation,CARE_MANAGER,367,0.16636446056210336
Appts with Escalation,CHAPLAIN,14,0.006346328195829556
Appts with Escalation,CLINICIAN,1026,0.46509519492293744
Appts with Escalation,COACH,416,0.1885766092475068
Appts with Escalation,OTHER,10,0.004533091568449683
Appts with Escalation,PEER,6,0.0027198549410698096
Appts with Escalation,PSYCHIATRIST,359,0.1627379873073436
Appts with Escalation,UNDEFINED,8,0.003626473254759746
Appts with Escalation - Past 90 Days,CARE_MANAGER,2,0.15384615384615385
Appts with Escalation - Past 90 Days,CLINICIAN,1,0.07692307692307693
Appts with Escalation - Past 90 Days,COACH,3,0.23076923076923078
Appts with Escalation - Past 90 Days,UNDEFINED,7,0.5384615384615384
