Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,374,0.16629613161405069
All,CHAPLAIN,14,0.006224988883948421
All,CLINICIAN,1026,0.4562027567807915
All,COACH,441,0.19608714984437528
All,OTHER,1,0.00044464206313917296
All,PEER,6,0.0026678523788350376
All,PSYCHIATRIST,359,0.1596265006669631
All,UNDEFINED,28,0.012449977767896843
Mild,CARE_MANAGER,157,0.20284237726098192
Mild,CHAPLAIN,8,0.0103359173126615
Mild,CLINICIAN,157,0.20284237726098192
Mild,COACH,366,0.4728682170542636
Mild,OTHER,1,0.0012919896640826874
Mild,PSYCHIATRIST,70,0.09043927648578812
Mild,UNDEFINED,15,0.01937984496124031
Moderate,CARE_MANAGER,202,0.1609561752988048
Moderate,CHAPLAIN,5,0.00398406374501992
Moderate,CLINICIAN,824,0.6565737051792828
Moderate,COACH,63,0.050199203187251
Moderate,PEER,4,0.0031872509960159364
Moderate,PSYCHIATRIST,144,0.1147410358565737
Moderate,UNDEFINED,13,0.010358565737051793
Severe,CARE_MANAGER,17,0.07488986784140969
Severe,CHAPLAIN,1,0.004405286343612335
Severe,CLINICIAN,49,0.21585903083700442
Severe,COACH,13,0.05726872246696035
Severe,PEER,2,0.00881057268722467
Severe,PSYCHIATRIST,145,0.6387665198237885
