Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1423,0.3342729621799389
All Appts,CHAPLAIN,33,0.007751937984496124
All Appts,CLINICIAN,1361,0.3197087150575523
All Appts,COACH,905,0.21259102654451492
All Appts,OTHER,22,0.00516795865633075
All Appts,PEER,11,0.002583979328165375
All Appts,PSYCHIATRIST,443,0.10406389476156919
All Appts,UNDEFINED,59,0.013859525487432463
All Appts - Past 90 Days,CARE_MANAGER,53,0.2994350282485876
All Appts - Past 90 Days,CHAPLAIN,2,0.011299435028248588
All Appts - Past 90 Days,CLINICIAN,18,0.1016949152542373
All Appts - Past 90 Days,COACH,52,0.2937853107344633
All Appts - Past 90 Days,UNDEFINED,52,0.2937853107344633
Appts with Escalation,CARE_MANAGER,370,0.16674177557458314
Appts with Escalation,CHAPLAIN,14,0.006309148264984227
Appts with Escalation,CLINICIAN,1026,0.46237043713384407
Appts with Escalation,COACH,423,0.19062640829202343
Appts with Escalation,OTHER,10,0.004506534474988734
Appts with Escalation,PEER,6,0.0027039206849932404
Appts with Escalation,PSYCHIATRIST,359,0.16178458765209555
Appts with Escalation,UNDEFINED,11,0.004957187922487607
Appts with Escalation - Past 90 Days,CARE_MANAGER,2,0.10526315789473684
Appts with Escalation - Past 90 Days,CLINICIAN,1,0.05263157894736842
Appts with Escalation - Past 90 Days,COACH,6,0.3157894736842105
Appts with Escalation - Past 90 Days,UNDEFINED,10,0.5263157894736842
