Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1407,0.3334913486608201
All Appts,CHAPLAIN,32,0.007584735719364778
All Appts,CLINICIAN,1361,0.32258829106423326
All Appts,COACH,894,0.2118985541597535
All Appts,OTHER,22,0.0052145058070632855
All Appts,PEER,11,0.0026072529035316427
All Appts,PSYCHIATRIST,443,0.10500118511495615
All Appts,UNDEFINED,49,0.011614126570277317
All Appts - Past 90 Days,CARE_MANAGER,62,0.34065934065934067
All Appts - Past 90 Days,CHAPLAIN,1,0.005494505494505495
All Appts - Past 90 Days,CLINICIAN,22,0.12087912087912088
All Appts - Past 90 Days,COACH,52,0.2857142857142857
All Appts - Past 90 Days,UNDEFINED,45,0.24725274725274726
Appts with Escalation,CARE_MANAGER,369,0.166741979213737
Appts with Escalation,CHAPLAIN,14,0.0063262539539087215
Appts with Escalation,CLINICIAN,1026,0.46362403976502486
Appts with Escalation,COACH,419,0.18933574333483957
Appts with Escalation,OTHER,10,0.004518752824220515
Appts with Escalation,PEER,6,0.0027112516945323093
Appts with Escalation,PSYCHIATRIST,359,0.1622232263895165
Appts with Escalation,UNDEFINED,10,0.004518752824220515
Appts with Escalation - Past 90 Days,CARE_MANAGER,3,0.17647058823529413
Appts with Escalation - Past 90 Days,CLINICIAN,1,0.058823529411764705
Appts with Escalation - Past 90 Days,COACH,5,0.29411764705882354
Appts with Escalation - Past 90 Days,UNDEFINED,8,0.47058823529411764
