Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,356,0.07521656454679906
All Appts,CHAPLAIN,38,0.008028734417916754
All Appts,CLINICIAN,2751,0.5812381153602366
All Appts,COACH,1040,0.21973378406930066
All Appts,OTHER,2,0.0004225649693640397
All Appts,PEER,11,0.0023241073315022186
All Appts,PSYCHIATRIST,443,0.0935981407141348
All Appts,UNDEFINED,92,0.019437988590745827
All Appts - Past 90 Days,CHAPLAIN,3,0.017045454545454544
All Appts - Past 90 Days,CLINICIAN,114,0.6477272727272727
All Appts - Past 90 Days,COACH,45,0.2556818181818182
All Appts - Past 90 Days,UNDEFINED,14,0.07954545454545454
Appts with Escalation,CARE_MANAGER,219,0.09733333333333333
Appts with Escalation,CHAPLAIN,14,0.006222222222222222
Appts with Escalation,CLINICIAN,1199,0.5328888888888889
Appts with Escalation,COACH,441,0.196
Appts with Escalation,OTHER,1,0.00044444444444444447
Appts with Escalation,PEER,6,0.0026666666666666666
Appts with Escalation,PSYCHIATRIST,359,0.15955555555555556
Appts with Escalation,UNDEFINED,11,0.004888888888888889
Appts with Escalation - Past 90 Days,CLINICIAN,9,0.6923076923076923
Appts with Escalation - Past 90 Days,COACH,2,0.15384615384615385
Appts with Escalation - Past 90 Days,UNDEFINED,2,0.15384615384615385
