Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,505,0.1033353795784735
All Appts,CHAPLAIN,41,0.008389605074687948
All Appts,CLINICIAN,2540,0.5197462656026192
All Appts,COACH,1073,0.2195621035400041
All Appts,OTHER,2,0.0004092490280335584
All Appts,PEER,11,0.0022508696541845715
All Appts,PSYCHIATRIST,443,0.09064865970943319
All Appts,UNDEFINED,272,0.055657867812563946
All Appts - Past 90 Days,CHAPLAIN,4,0.018604651162790697
All Appts - Past 90 Days,CLINICIAN,98,0.4558139534883721
All Appts - Past 90 Days,COACH,47,0.2186046511627907
All Appts - Past 90 Days,UNDEFINED,66,0.30697674418604654
Appts with Escalation,CARE_MANAGER,310,0.13692579505300354
Appts with Escalation,CHAPLAIN,15,0.0066254416961130744
Appts with Escalation,CLINICIAN,1096,0.4840989399293286
Appts with Escalation,COACH,443,0.1956713780918728
Appts with Escalation,OTHER,1,0.00044169611307420494
Appts with Escalation,PEER,6,0.00265017667844523
Appts with Escalation,PSYCHIATRIST,359,0.15856890459363956
Appts with Escalation,UNDEFINED,34,0.015017667844522967
Appts with Escalation - Past 90 Days,CHAPLAIN,1,0.09090909090909091
Appts with Escalation - Past 90 Days,CLINICIAN,1,0.09090909090909091
Appts with Escalation - Past 90 Days,COACH,1,0.09090909090909091
Appts with Escalation - Past 90 Days,UNDEFINED,8,0.7272727272727273
