Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,505,0.10412371134020619
All Appts,CHAPLAIN,41,0.008453608247422681
All Appts,CLINICIAN,2531,0.5218556701030928
All Appts,COACH,1065,0.21958762886597938
All Appts,OTHER,2,0.0004123711340206186
All Appts,PEER,11,0.002268041237113402
All Appts,PSYCHIATRIST,443,0.09134020618556701
All Appts,UNDEFINED,252,0.05195876288659794
All Appts - Past 90 Days,CHAPLAIN,5,0.023148148148148147
All Appts - Past 90 Days,CLINICIAN,108,0.5
All Appts - Past 90 Days,COACH,45,0.20833333333333334
All Appts - Past 90 Days,UNDEFINED,58,0.26851851851851855
Appts with Escalation,CARE_MANAGER,310,0.13710747456877487
Appts with Escalation,CHAPLAIN,14,0.006191950464396285
Appts with Escalation,CLINICIAN,1096,0.48474126492702346
Appts with Escalation,COACH,443,0.1959310039805396
Appts with Escalation,OTHER,1,0.0004422821760283061
Appts with Escalation,PEER,6,0.0026536930561698365
Appts with Escalation,PSYCHIATRIST,359,0.15877930119416186
Appts with Escalation,UNDEFINED,32,0.014153029632905795
Appts with Escalation - Past 90 Days,CLINICIAN,1,0.07692307692307693
Appts with Escalation - Past 90 Days,COACH,2,0.15384615384615385
Appts with Escalation - Past 90 Days,UNDEFINED,10,0.7692307692307693
