Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,374,0.167262969588551
All,CHAPLAIN,14,0.006261180679785331
All,CLINICIAN,1026,0.4588550983899821
All,COACH,439,0.19633273703041146
All,OTHER,1,0.0004472271914132379
All,PEER,6,0.0026833631484794273
All,PSYCHIATRIST,359,0.1605545617173524
All,UNDEFINED,17,0.007602862254025045
Mild,CARE_MANAGER,157,0.20496083550913838
Mild,CHAPLAIN,8,0.010443864229765013
Mild,CLINICIAN,157,0.20496083550913838
Mild,COACH,366,0.47780678851174935
Mild,OTHER,1,0.0013054830287206266
Mild,PSYCHIATRIST,70,0.09138381201044386
Mild,UNDEFINED,7,0.009138381201044387
Moderate,CARE_MANAGER,202,0.1616
Moderate,CHAPLAIN,5,0.004
Moderate,CLINICIAN,824,0.6592
Moderate,COACH,61,0.0488
Moderate,PEER,4,0.0032
Moderate,PSYCHIATRIST,144,0.1152
Moderate,UNDEFINED,10,0.008
Severe,CARE_MANAGER,17,0.07488986784140969
Severe,CHAPLAIN,1,0.004405286343612335
Severe,CLINICIAN,49,0.21585903083700442
Severe,COACH,13,0.05726872246696035
Severe,PEER,2,0.00881057268722467
Severe,PSYCHIATRIST,145,0.6387665198237885
