Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1470,0.3369241347696539
All Appts,CHAPLAIN,33,0.00756360302544121
All Appts,CLINICIAN,1361,0.3119413247765299
All Appts,COACH,960,0.2200320880128352
All Appts,OTHER,2,0.00045840018336007336
All Appts,PEER,11,0.0025212010084804033
All Appts,PSYCHIATRIST,443,0.10153564061425624
All Appts,UNDEFINED,83,0.019023607609443043
All Appts - Past 90 Days,CARE_MANAGER,84,0.38181818181818183
All Appts - Past 90 Days,CHAPLAIN,2,0.00909090909090909
All Appts - Past 90 Days,CLINICIAN,6,0.02727272727272727
All Appts - Past 90 Days,COACH,67,0.30454545454545456
All Appts - Past 90 Days,UNDEFINED,61,0.2772727272727273
Appts with Escalation,CARE_MANAGER,372,0.16696588868940754
Appts with Escalation,CHAPLAIN,14,0.0062836624775583485
Appts with Escalation,CLINICIAN,1026,0.4605026929982047
Appts with Escalation,COACH,436,0.19569120287253142
Appts with Escalation,OTHER,1,0.0004488330341113106
Appts with Escalation,PEER,6,0.0026929982046678637
Appts with Escalation,PSYCHIATRIST,359,0.1611310592459605
Appts with Escalation,UNDEFINED,14,0.0062836624775583485
Appts with Escalation - Past 90 Days,CARE_MANAGER,5,0.20833333333333334
Appts with Escalation - Past 90 Days,COACH,9,0.375
Appts with Escalation - Past 90 Days,UNDEFINED,10,0.4166666666666667
