Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1374,0.3328488372093023
All Appts,CHAPLAIN,31,0.0075096899224806205
All Appts,CLINICIAN,1358,0.32897286821705424
All Appts,COACH,869,0.21051356589147288
All Appts,OTHER,22,0.005329457364341085
All Appts,PEER,11,0.0026647286821705426
All Appts,PSYCHIATRIST,443,0.10731589147286821
All Appts,UNDEFINED,20,0.0048449612403100775
All Appts - Past 90 Days,CARE_MANAGER,114,0.5560975609756098
All Appts - Past 90 Days,CLINICIAN,24,0.11707317073170732
All Appts - Past 90 Days,COACH,49,0.23902439024390243
All Appts - Past 90 Days,UNDEFINED,18,0.08780487804878048
Appts with Escalation,CARE_MANAGER,367,0.16666666666666666
Appts with Escalation,CHAPLAIN,14,0.006357856494096276
Appts with Escalation,CLINICIAN,1026,0.4659400544959128
Appts with Escalation,COACH,416,0.18891916439600362
Appts with Escalation,OTHER,10,0.004541326067211626
Appts with Escalation,PEER,6,0.0027247956403269754
Appts with Escalation,PSYCHIATRIST,359,0.16303360581289736
Appts with Escalation,UNDEFINED,4,0.0018165304268846503
Appts with Escalation - Past 90 Days,CARE_MANAGER,6,0.375
Appts with Escalation - Past 90 Days,CLINICIAN,2,0.125
Appts with Escalation - Past 90 Days,COACH,5,0.3125
Appts with Escalation - Past 90 Days,UNDEFINED,3,0.1875
