Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1396,0.3330152671755725
All Appts,CHAPLAIN,32,0.007633587786259542
All Appts,CLINICIAN,1361,0.32466603053435117
All Appts,COACH,886,0.21135496183206107
All Appts,OTHER,22,0.005248091603053435
All Appts,PEER,11,0.0026240458015267176
All Appts,PSYCHIATRIST,443,0.10567748091603053
All Appts,UNDEFINED,41,0.009780534351145039
All Appts - Past 90 Days,CARE_MANAGER,73,0.4010989010989011
All Appts - Past 90 Days,CLINICIAN,23,0.12637362637362637
All Appts - Past 90 Days,COACH,48,0.26373626373626374
All Appts - Past 90 Days,UNDEFINED,38,0.2087912087912088
Appts with Escalation,CARE_MANAGER,367,0.16628908019936564
Appts with Escalation,CHAPLAIN,14,0.006343452650657001
Appts with Escalation,CLINICIAN,1026,0.4648844585410059
Appts with Escalation,COACH,417,0.18894426823742638
Appts with Escalation,OTHER,10,0.004531037607612143
Appts with Escalation,PEER,6,0.002718622564567286
Appts with Escalation,PSYCHIATRIST,359,0.16266425011327593
Appts with Escalation,UNDEFINED,8,0.0036248300860897147
Appts with Escalation - Past 90 Days,CARE_MANAGER,2,0.16666666666666666
Appts with Escalation - Past 90 Days,CLINICIAN,1,0.08333333333333333
Appts with Escalation - Past 90 Days,COACH,2,0.16666666666666666
Appts with Escalation - Past 90 Days,UNDEFINED,7,0.5833333333333334
