Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1598,0.33963868225292243
All Appts,CHAPLAIN,38,0.008076514346439958
All Appts,CLINICIAN,1361,0.28926673751328374
All Appts,COACH,1036,0.2201912858660999
All Appts,OTHER,2,0.0004250797024442083
All Appts,PEER,11,0.0023379383634431457
All Appts,PSYCHIATRIST,443,0.09415515409139213
All Appts,UNDEFINED,216,0.04590860786397449
All Appts - Past 90 Days,CARE_MANAGER,69,0.4011627906976744
All Appts - Past 90 Days,CHAPLAIN,4,0.023255813953488372
All Appts - Past 90 Days,COACH,42,0.2441860465116279
All Appts - Past 90 Days,UNDEFINED,57,0.3313953488372093
Appts with Escalation,CARE_MANAGER,374,0.16629613161405069
Appts with Escalation,CHAPLAIN,14,0.006224988883948421
Appts with Escalation,CLINICIAN,1026,0.4562027567807915
Appts with Escalation,COACH,441,0.19608714984437528
Appts with Escalation,OTHER,1,0.00044464206313917296
Appts with Escalation,PEER,6,0.0026678523788350376
Appts with Escalation,PSYCHIATRIST,359,0.1596265006669631
Appts with Escalation,UNDEFINED,28,0.012449977767896843
Appts with Escalation - Past 90 Days,COACH,1,0.07692307692307693
Appts with Escalation - Past 90 Days,UNDEFINED,12,0.9230769230769231
