Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1608,0.34060580385511546
All Appts,CHAPLAIN,38,0.00804914213090447
All Appts,CLINICIAN,1361,0.2882863800042364
All Appts,COACH,1038,0.2198686718915484
All Appts,OTHER,2,0.00042363905952128787
All Appts,PEER,11,0.0023300148273670833
All Appts,PSYCHIATRIST,443,0.09383605168396526
All Appts,UNDEFINED,220,0.046600296547341664
All Appts - Past 90 Days,CARE_MANAGER,71,0.41040462427745666
All Appts - Past 90 Days,CHAPLAIN,4,0.023121387283236993
All Appts - Past 90 Days,COACH,44,0.2543352601156069
All Appts - Past 90 Days,UNDEFINED,54,0.31213872832369943
Appts with Escalation,CARE_MANAGER,375,0.16666666666666666
Appts with Escalation,CHAPLAIN,14,0.006222222222222222
Appts with Escalation,CLINICIAN,1026,0.456
Appts with Escalation,COACH,441,0.196
Appts with Escalation,OTHER,1,0.00044444444444444447
Appts with Escalation,PEER,6,0.0026666666666666666
Appts with Escalation,PSYCHIATRIST,359,0.15955555555555556
Appts with Escalation,UNDEFINED,28,0.012444444444444444
Appts with Escalation - Past 90 Days,CARE_MANAGER,1,0.07142857142857142
Appts with Escalation - Past 90 Days,COACH,2,0.14285714285714285
Appts with Escalation - Past 90 Days,UNDEFINED,11,0.7857142857142857
