,content_id,created,content_type_id,title,description,author,duration_in_minutes,view_count
0,c0006e92-ddd3-45ec-9d61-ff03dc227aa7,2023-10-04 13:51:00.180348+00:00,VIDEO,Promoting Connection to Your Partner,"<p>Join Dr. Lily Brown, Assistant Professor, University of Pennsylvania &amp; Director, Center for the Treatment &amp; Study of Anxiety, University of Pennsylvania to learn strategies to support connection to your romantic partner(s) in the service of promoting the well-being of the relationship. </p>",Dr. Lily Brown,27.0,33
1,567a2294-6e08-445a-9f56-0051df34c725,2023-11-14 20:45:12.335986+00:00,VIDEO,Supporting Your Loved Ones with Anxiety or Depression as the Holidays Approach,"<p>In this session, we will discuss common experiences with depression and anxiety and how to help support your loved ones through the holidays while preserving your own wellness.</p>",Dr. Erica Weitz,24.0,21
2,9e66c0dd-4743-4ae6-ad94-44bac3b0a2f6,2023-11-10 19:04:48.869158+00:00,VIDEO,Strategies for Stress Reduction: Holiday Preparation Edition,"<p>In this session, we will focus on strategies for reducing stress when preparing for the upcoming holidays.</p>",Dr. Erica Weitz,26.0,11
3,39555f44-ba84-497f-b3f9-8f5851c87389,2023-11-08 20:15:43.238282+00:00,PODCAST,The Wellfocused Podcast: Ep. 44 - Behind the Scenes of Leadership (ft. Kenya Pitt),"<p>Kenya Pitt, Chief Human Resources Officer at Penn Presbyterian Medical Center, joins The Wellfocused Podcast to discuss her take on what it means to lead. We discuss growth into leadership, the challenges of making decisions, and the importance of the human touch.</p>",Mitch Sherman,27.0,11
4,977fb83f-cb85-448f-8228-5dd031194dbd,2023-10-13 12:14:19.816032+00:00,PODCAST,The Wellfocused Podcast: Ep. 43 - LGBTQ+ Inclusivity Commentary (ft. Malik Muhammad),"<p>Malik Muhammad, Associate Director of the LGBTQ+ Center at the University of Pennsylvania joins The Wellfocused Podcast to discuss the current state of inclusivity in the country as it pertains to the queer community.</p>",Mitchell Sherman,31.0,7
5,5ddfe9c0-e69a-4bfb-9388-29c4203605ac,2022-11-11 19:10:42.290352+00:00,PODCAST,The Wellfocused Podcast: Ep. 15 - Leadership and Innovation (ft. Roy Rosin),"The Wellfocused Podcast welcomes Roy Rosin, Chief Innovation Officer at Penn Medicine. Roy shares his perspective on what innovation means to him and what draws him to his position. Additionally, Roy discusses how he views leadership, what he learned from his mentors, and how to factor in the human element into making organizations work.",Mitch Sherman,40.0,7
6,7f76996c-e569-44f4-879b-e7b9306bf706,2023-10-13 14:41:23.735769+00:00,WORKSHEET,100 questions to generate gratitude,<p>100 questions to generate gratitude in different areas of your life. </p>,Joel Wong,5.0,6
7,c4548e2c-09f2-41b6-8531-7ac856004bd7,2023-11-21 21:00:11.084730+00:00,ARTICLE,How to Navigate Alcohol Addiction Recovery Over the Holidays,"<p>The holidays can be a stressful time of year, and they can be especially challenging for those of us who don’t drink or are trying not to. The social events associated with holidays, either with family, friends, or for work, can put us under pressure. The season can also be a time when we get depressed and feel isolated. Whether you’re feeling high or low during the holidays, it’s important to remember to take some time for yourself and prioritize your addiction recovery.</p><p><br></p><p>I’ve put together some helpful suggestions you can refer to if you’re feeling a little anxious about the upcoming holiday season.</p>","Ruby Mehta, LCSW",5.0,6
8,732b534e-2d28-43a9-a1ae-29687d53670a,2022-12-20 17:21:11.511645+00:00,ARTICLE,Facing Burnout as a Healthcare Worker,Explanation of burnout and tips to combat it,Mental Health America,,6
9,dbd54e92-3d96-4e58-9758-fd111fb5123e,2023-08-31 19:08:13.793524+00:00,VIDEO,Suicide prevention: What is my role?,Watch to learn to notice warning signs of suicide and what your role can be in prevention.,Prof. Suresh Bada Math,7.0,5
