Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,372,0.16704086214638528
All,CHAPLAIN,14,0.006286484059272564
All,CLINICIAN,1026,0.4607094746295465
All,COACH,426,0.19128872923215087
All,OTHER,10,0.00449034575662326
All,PEER,6,0.002694207453973956
All,PSYCHIATRIST,359,0.16120341266277505
All,UNDEFINED,14,0.006286484059272564
Mild,CARE_MANAGER,157,0.20630749014454666
Mild,CHAPLAIN,8,0.010512483574244415
Mild,CLINICIAN,157,0.20630749014454666
Mild,COACH,357,0.469119579500657
Mild,OTHER,8,0.010512483574244415
Mild,PSYCHIATRIST,70,0.09198423127463863
Mild,UNDEFINED,4,0.005256241787122208
Moderate,CARE_MANAGER,201,0.161186848436247
Moderate,CHAPLAIN,5,0.00400962309542903
Moderate,CLINICIAN,824,0.6607858861267041
Moderate,COACH,57,0.04570970328789094
Moderate,OTHER,2,0.0016038492381716118
Moderate,PEER,4,0.0032076984763432237
Moderate,PSYCHIATRIST,144,0.11547714514835605
Moderate,UNDEFINED,10,0.00801924619085806
Severe,CARE_MANAGER,16,0.07079646017699115
Severe,CHAPLAIN,1,0.004424778761061947
Severe,CLINICIAN,49,0.2168141592920354
Severe,COACH,13,0.05752212389380531
Severe,PEER,2,0.008849557522123894
Severe,PSYCHIATRIST,145,0.6415929203539823
