Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1561,0.33802511909917715
All Appts,CHAPLAIN,36,0.007795582503248159
All Appts,CLINICIAN,1361,0.29471632741446513
All Appts,COACH,1013,0.21935902988306627
All Appts,OTHER,2,0.00043308791684711995
All Appts,PEER,11,0.0023819835426591596
All Appts,PSYCHIATRIST,443,0.09592897358163707
All Appts,UNDEFINED,191,0.041359896058899955
All Appts - Past 90 Days,CARE_MANAGER,58,0.34523809523809523
All Appts - Past 90 Days,CHAPLAIN,2,0.011904761904761904
All Appts - Past 90 Days,COACH,41,0.24404761904761904
All Appts - Past 90 Days,UNDEFINED,67,0.39880952380952384
Appts with Escalation,CARE_MANAGER,374,0.16681534344335414
Appts with Escalation,CHAPLAIN,14,0.006244424620874219
Appts with Escalation,CLINICIAN,1026,0.4576271186440678
Appts with Escalation,COACH,439,0.19580731489741302
Appts with Escalation,OTHER,1,0.00044603033006244426
Appts with Escalation,PEER,6,0.0026761819803746653
Appts with Escalation,PSYCHIATRIST,359,0.1601248884924175
Appts with Escalation,UNDEFINED,23,0.010258697591436218
Appts with Escalation - Past 90 Days,COACH,2,0.25
Appts with Escalation - Past 90 Days,UNDEFINED,6,0.75
