Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,367,0.16643990929705216
All,CHAPLAIN,14,0.006349206349206349
All,CLINICIAN,1026,0.46530612244897956
All,COACH,416,0.18866213151927438
All,OTHER,10,0.0045351473922902496
All,PEER,6,0.0027210884353741495
All,PSYCHIATRIST,359,0.16281179138321997
All,UNDEFINED,7,0.0031746031746031746
Mild,CARE_MANAGER,154,0.20533333333333334
Mild,CHAPLAIN,8,0.010666666666666666
Mild,CLINICIAN,157,0.20933333333333334
Mild,COACH,351,0.468
Mild,OTHER,8,0.010666666666666666
Mild,PSYCHIATRIST,70,0.09333333333333334
Mild,UNDEFINED,2,0.0026666666666666666
Moderate,CARE_MANAGER,200,0.16168148746968472
Moderate,CHAPLAIN,5,0.004042037186742118
Moderate,CLINICIAN,824,0.666127728375101
Moderate,COACH,53,0.04284559417946645
Moderate,OTHER,2,0.0016168148746968471
Moderate,PEER,4,0.0032336297493936943
Moderate,PSYCHIATRIST,144,0.116410670978173
Moderate,UNDEFINED,5,0.004042037186742118
Severe,CARE_MANAGER,15,0.06666666666666667
Severe,CHAPLAIN,1,0.0044444444444444444
Severe,CLINICIAN,49,0.21777777777777776
Severe,COACH,13,0.057777777777777775
Severe,PEER,2,0.008888888888888889
Severe,PSYCHIATRIST,145,0.6444444444444445
