Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1516,0.33726362625139045
All Appts,CHAPLAIN,34,0.007563959955506118
All Appts,CLINICIAN,1361,0.3027808676307008
All Appts,COACH,984,0.2189098998887653
All Appts,OTHER,2,0.0004449388209121246
All Appts,PEER,11,0.002447163515016685
All Appts,PSYCHIATRIST,443,0.0985539488320356
All Appts,UNDEFINED,144,0.03203559510567297
All Appts - Past 90 Days,CARE_MANAGER,89,0.3920704845814978
All Appts - Past 90 Days,CHAPLAIN,1,0.004405286343612335
All Appts - Past 90 Days,COACH,57,0.2511013215859031
All Appts - Past 90 Days,UNDEFINED,80,0.3524229074889868
Appts with Escalation,CARE_MANAGER,374,0.16748768472906403
Appts with Escalation,CHAPLAIN,14,0.006269592476489028
Appts with Escalation,CLINICIAN,1026,0.45947156291983876
Appts with Escalation,COACH,437,0.19570085087326466
Appts with Escalation,OTHER,1,0.0004478280340349306
Appts with Escalation,PEER,6,0.0026869682042095834
Appts with Escalation,PSYCHIATRIST,359,0.16077026421854007
Appts with Escalation,UNDEFINED,16,0.007165248544558889
Appts with Escalation - Past 90 Days,CARE_MANAGER,4,0.2857142857142857
Appts with Escalation - Past 90 Days,COACH,5,0.35714285714285715
Appts with Escalation - Past 90 Days,UNDEFINED,5,0.35714285714285715
