Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1547,0.33681689527541914
All Appts,CHAPLAIN,36,0.007838014369693011
All Appts,CLINICIAN,1361,0.2963204876986719
All Appts,COACH,1010,0.21989984759416503
All Appts,OTHER,2,0.00043544524276072284
All Appts,PEER,11,0.0023949488351839754
All Appts,PSYCHIATRIST,443,0.09645112127150011
All Appts,UNDEFINED,183,0.039843239712606136
All Appts - Past 90 Days,CARE_MANAGER,65,0.35714285714285715
All Appts - Past 90 Days,CHAPLAIN,2,0.01098901098901099
All Appts - Past 90 Days,COACH,42,0.23076923076923078
All Appts - Past 90 Days,UNDEFINED,73,0.4010989010989011
Appts with Escalation,CARE_MANAGER,374,0.1671134941912422
Appts with Escalation,CHAPLAIN,14,0.006255585344057194
Appts with Escalation,CLINICIAN,1026,0.4584450402144772
Appts with Escalation,COACH,439,0.1961572832886506
Appts with Escalation,OTHER,1,0.00044682752457551384
Appts with Escalation,PEER,6,0.002680965147453083
Appts with Escalation,PSYCHIATRIST,359,0.16041108132260948
Appts with Escalation,UNDEFINED,19,0.008489722966934763
Appts with Escalation - Past 90 Days,CARE_MANAGER,1,0.16666666666666666
Appts with Escalation - Past 90 Days,COACH,2,0.3333333333333333
Appts with Escalation - Past 90 Days,UNDEFINED,3,0.5
