,content_id,created,content_type_id,title,description,author,duration_in_minutes,view_count
0,d5fe5c94-f5c8-48f5-8097-37f942447049,2022-01-18 18:13:00.114480+00:00,VIDEO,Sleep Tips,"Over the last year, the prevalence of sleep disorders and insomnia have increased tremendously. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, walks you through a few brief sleep tips. Dr. Brown shares evidence-based practices that you can use as first steps to tackle clinically significant insomnia. This podcast shares some great reminders for everyone who is trying to improve their sleep schedules and sleeping habits in the New Year.","Lily Brown, PhD",5.0,75
1,8e36d2bc-cb47-456f-b8d2-7936cef2056d,2022-02-28 18:30:39.623034+00:00,VIDEO,Sleep Tips (Part 2),"Over the last year, the prevalence of sleep disorders and insomnia have increased tremendously. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, walks you through a few brief sleep tips. Dr. Brown shares evidence-based practices that you can use as first steps to tackle clinically significant insomnia. This podcast shares some great reminders for everyone who is trying to improve their sleep schedules and sleeping habits this year.",Dr. Lily Brown,5.0,20
2,452232e1-4014-409e-a8b3-05bc931cb88f,2021-07-02 15:35:18.898507+00:00,VIDEO,"Wellfocused Podcast: Season 1, Episode 1-Emily McPeak on Work-Life Integration","On this episode of the Wellfocused Podcast, we introduce the podcast before being joined by Emily McPeak, an Employee Wellbeing Coordinator from the University of Pennsylvania Health System. Emily and I discuss the adjustment to non-clinical remote work and the challenges that come with it. Additionally, Emily shares some insights on the upcoming Work-Life program available for UPHS employees. (Recorded April 2021)",Mitchell Sherman,21.0,8
3,21990319-4e48-4f2a-a43a-6b72a93ec2cf,2023-08-24 16:21:48.879972+00:00,VIDEO,Preparing for the Postpartum Period and Maternity Leave,Dr. Erica Weitz discusses common experiences and ways to cope in the postpartum period.,Erica Weitz,29.0,3
4,82549b8c-873f-4ef7-b4de-bcf9d1987244,2023-01-26 18:34:58.876869+00:00,VIDEO,Caron Center Series: Addiction- Choice or Disease?,"No one chooses to become addicted to drugs and alcohol. So how does it happen, and why do we call it a disease? To understand how someone develops substance use disorder, you need to be aware of the impact of psychological and biological factors as well as the stages of progression. This presentation will give you a basic understanding of the disease concept and set the stage for future discussions and exploration around addiction and behavioral health.
 
Join the Wellfocused team and guest speaker Eric Rodriguez from Caron Treatment Centers for a conversation about substance use disorder, better known as addiction. Eric is a behavioral health therapist with a background in providing individual and family therapy. He has advanced education in co-occurring disorders, specifically related to anxiety, and is trained in cognitive processing therapy for trauma. As the Education Resource Director at Caron, Eric oversees education, training, development, and learning initiatives focusing primarily on corporate and organizational education.
 
Caron Treatment Centers is an internationally recognized nonprofit dedicated to addiction and behavioral healthcare treatment, research, prevention, and addiction medicine education. For more than 65 years, Caron has helped thousands of individuals struggling with substance use disorder and their families begin to manage this chronic, treatable disease. Caron provides a continuum of care for young adults, women, men, and older adults. Caron accepts major insurance plans and provides financial assistance for those who qualify. For more information, please visit caron.org or @CaronTreatment",Wellfocused,26.0,2
5,c2230840-607b-4188-a42f-dc8c4047b49e,2022-10-20 18:57:58.308059+00:00,VIDEO,How to find the person who can help you get ahead at work,"The workplace is often presented as a meritocracy, where you can succeed by putting your head down and working hard. Wall Street veteran Carla Harris learned early in her career that this a myth. The key to actually getting ahead? Get a sponsor: a person who will speak on your behalf in the top-level, closed-door meetings you're not invited to (yet). Learn how to identify and develop a productive sponsor relationship in this candid, powerful talk.","Carla Harris, TEDWomen 2018",14.0,2
6,3758d63b-3216-4074-945b-2c14c2f61ec7,2021-12-07 17:16:57.263285+00:00,VIDEO,Setting Boundaries around the Holidays,"Feeling overwhelmed with responsibilities during the holiday season? You're not alone. In this podcast, Dr. Lily Brown, Director of the Center for the Treatment and Study of Anxiety, presents the ""DEAR MAN"" skill. She will explain what this tool is and how to use it to effectively set boundaries and maximize your time and energy this holiday season.","Lily Brown, PhD",5.0,1
7,c84dd41a-8029-4376-a850-2c51ac540c72,2021-12-21 20:53:34.893104+00:00,VIDEO,Managing Expectations Around the Holidays,"Whether you are hosting a gathering or visiting family this holiday season, there may often be conflicts and tension that arise from competing responsibilities and expectations with your partner or loved ones. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, explains how to get ahead of it all and have effective conversations that will enable you to have a relaxing time with your friends and family.","Lily Brown, PhD",5.0,1
8,84ee5ddb-4acd-4d9c-bd80-37329feb1cea,2020-04-24 16:09:47.814598+00:00,VIDEO,Ways to be Resilient ,Video-based tools to help build personal and professional resilience. The videos are added frequently and have different individuals contributing to resources and tips of how to be resilient. There are more than 20 videos in the library. ,UPENN Positive Psychology,,1
9,091d02e6-3c31-475c-a93a-b1b11be40843,2020-04-12 14:54:34.014735+00:00,VIDEO,Yoga Nidra Meditation for Sleep,"Use this guided meditation as you transition into sleep, or as a way to bring meditation into napping. When we can't sleep, it can be due to physical factors, mental and emotional factors, or a combination of both. This track will help facilitate rest, relaxation and sleep rhythms.",Jennifer Piercy,15.0,1
