,content_id,created,content_type_id,title,description,author,duration_in_minutes,view_count
0,d5fe5c94-f5c8-48f5-8097-37f942447049,2022-01-18 18:13:00.114480+00:00,VIDEO,Sleep Tips,"Over the last year, the prevalence of sleep disorders and insomnia have increased tremendously. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, walks you through a few brief sleep tips. Dr. Brown shares evidence-based practices that you can use as first steps to tackle clinically significant insomnia. This podcast shares some great reminders for everyone who is trying to improve their sleep schedules and sleeping habits in the New Year.","Lily Brown, PhD",5.0,223
1,f27baadc-3fd0-4efd-827f-cfd640c914ba,2023-10-16 17:57:05.595140+00:00,VIDEO,Coping in Times of World Crisis,"<p>Join Dr. Erica Weitz, Assistant Professor at the Center for the Treatment and Study of Anxiety, as she shares tools on coping in a time of crisis.</p>",Dr. Erica Weitz,17.0,55
2,8e36d2bc-cb47-456f-b8d2-7936cef2056d,2022-02-28 18:30:39.623034+00:00,VIDEO,Sleep Tips (Part 2),"Over the last year, the prevalence of sleep disorders and insomnia have increased tremendously. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, walks you through a few brief sleep tips. Dr. Brown shares evidence-based practices that you can use as first steps to tackle clinically significant insomnia. This podcast shares some great reminders for everyone who is trying to improve their sleep schedules and sleeping habits this year.",Dr. Lily Brown,5.0,42
3,1b68681f-46b3-4296-aa14-976d36c6b3e6,2023-10-02 18:26:26.410739+00:00,VIDEO,Supporting Family with Anxiety,"<p>We will discuss strategies to support family members and other loved ones who are struggling with anxiety, and how to balance the tension between promoting independence and being supportive.</p>",Lily Brown,27.0,23
4,734840a8-d321-4a96-b4ba-8cddf1c52a1d,2022-12-20 17:22:54.705336+00:00,ARTICLE,TIP SHEET FOR HEALTH CARE PROVIDERS: Prioritizing Sleep & Managing Fatigue,"Health care workers are at particular risk for poor sleep. Healthy sleep is key
for physical, mental, and emotional well-being. Here are some tips to promote
healthy sleep.",AASM,,7
5,152efa6e-5007-43bd-8193-070cfdabf2f2,2022-02-25 14:02:52.548177+00:00,PODCAST,"The Wellfocused Podcast: Sn. 3, Ep. 3 - Enough ""Burnout"" (ft. Lauren Hess)","Lauren Hess, Wellbeing Supervisor from our Lancaster General Health location, joins the podcast to discuss the ever present topic of burnout. We talk about what new strategies are being developed to combat burnout, what employees need, and fatigue of the concept itself.",Mitch Sherman,24.0,7
6,c9e27379-45b9-4fcf-a8b9-50b098281704,2023-08-31 19:15:10.417392+00:00,VIDEO,Preventing Youth Suicide,"There are five types of therapy to be aware of for treating suicidal thoughts and behaviors, each with a slightly different focus, to efforts to reduce or eliminate the patterns. Learn treatment options for youth suicidal thoughts and behaviors.",PsychHub,5.0,6
7,7f76996c-e569-44f4-879b-e7b9306bf706,2023-10-13 14:41:23.735769+00:00,WORKSHEET,100 questions to generate gratitude,<p>100 questions to generate gratitude in different areas of your life. </p>,Joel Wong,5.0,6
8,6fb4c1bf-568a-4163-b6df-123b3fbb3006,2023-10-13 14:38:43.510408+00:00,PODCAST,Podcast: The Power of Gratitude with Dr. Laurie Santos,"<p>How can gratitude help me be happier? How can I be a more grateful person? Dr. Laurie Santos, Yale Psychology Professor and host of The Happiness Lab podcast, talks us through the benefit of feeling grateful and how expressing gratitude can improve our levels of happiness. Science tells us that shifting our focus to what we’re thankful for and taking time to recognize the good in our lives can result in a deeper satisfaction and greater happiness within our own lives. In this podcast from Headspace Studios, we’ll learn the difference between a gratitude practice and toxic positivity, tips to practice mindfulness with a gratitude list, and how acknowledging the blessings in life, even in the worst of times, can make us happier.</p>",Dr. Laurie Santos,2.0,6
9,977fb83f-cb85-448f-8228-5dd031194dbd,2023-10-13 12:14:19.816032+00:00,PODCAST,The Wellfocused Podcast: Ep. 43 - LGBTQ+ Inclusivity Commentary (ft. Malik Muhammad),"<p>Malik Muhammad, Associate Director of the LGBTQ+ Center at the University of Pennsylvania joins The Wellfocused Podcast to discuss the current state of inclusivity in the country as it pertains to the queer community.</p>",Mitchell Sherman,31.0,6
10,73f75710-b66a-4acb-bd83-1dfc951e80cb,2021-10-22 17:10:35.600571+00:00,PODCAST,"Wellfocused Podcast: Sn. 2, Ep.2 - Cognitive Behavioral Therapy and Insomnia (ft. Dr. Amanda Swain)","Dr. Amanda Swain, a physician with Penn Family Care, joins the Wellfocused Podcast do discuss Cognitive Behavioral Therapy and how it is used to treat insomnia. Additionally, she shares some causes and effects of insomnia and how getting proper sleep is essential to our overall health and wellbeing.",Mitchell Sherman,23.0,6
11,c84dd41a-8029-4376-a850-2c51ac540c72,2021-12-21 20:53:34.893104+00:00,VIDEO,Managing Expectations Around the Holidays,"Whether you are hosting a gathering or visiting family this holiday season, there may often be conflicts and tension that arise from competing responsibilities and expectations with your partner or loved ones. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, explains how to get ahead of it all and have effective conversations that will enable you to have a relaxing time with your friends and family.","Lily Brown, PhD",5.0,5
12,697f268a-725e-4967-9cda-f2572de56eaa,2022-12-20 17:20:20.591000+00:00,ARTICLE,Job Burnout: How to spot it and take action,Feeling burned out at work? Find out what you can do when your job affects your health.,Mayo Clinic Staff,,5
13,c0006e92-ddd3-45ec-9d61-ff03dc227aa7,2023-10-04 13:51:00.180348+00:00,VIDEO,Promoting Connection to Your Partner,"<p>Join Dr. Lily Brown, Assistant Professor, University of Pennsylvania &amp; Director, Center for the Treatment &amp; Study of Anxiety, University of Pennsylvania to learn strategies to support connection to your romantic partner(s) in the service of promoting the well-being of the relationship. </p>",Dr. Lily Brown,27.0,4
14,e69e5764-5491-4fe8-9e76-e64588cc4ce7,2022-12-20 16:12:47.598715+00:00,APP,Mindshift CBT,"Is anxiety getting in the way of your life? MindShift® CBT uses scientifically proven strategies based on Cognitive Behavioural Therapy (CBT) to help you learn to relax and be mindful, develop more effective ways of thinking, and use active steps to take charge of your anxiety. A new feature, the Community forum, now enables you to find and offer peer-to-peer support.",Anxiety Canada,,4
15,df47c74a-5f50-4f6f-a6ee-89ebe0f38976,2023-08-31 19:23:08.451884+00:00,VIDEO,Effective suicide prevention,"This four-minute video provides a brief overview of SPRC’s Effective Suicide Prevention Model, which can help you carry out suicide prevention efforts that are most likely to be effective. It will guide you through the three elements of the model—Strategic Planning, Keys to Success, and the Comprehensive Approach. As described in the model, effective suicide prevention efforts should:

- Help you understand the suicide problem in your community or setting, set clear goals, and prioritize actions that are most likely to make a difference, using a strategic planning process.

- Use a number of guiding principles, or keys to success.

- Combine multiple efforts that work in sync to create change rather than relying on standalone programs to do so.",Suicide Prevention Resource Center,4.0,4
16,45e839f9-5341-49be-9eff-8419b1143ed9,2020-09-30 20:16:16.948554+00:00,ARTICLE,Tips for Healthcare workers to maximize sleep,Follow these practical tips to maintain adequate sleep during long hours and times of heightened stress from the coronavirus pandemic to remain alert and healthy.,PsychHub ,4.0,3
17,f60a4cbc-1086-4118-bc6e-ed1b22b4a7aa,2023-08-31 19:27:33.521378+00:00,VIDEO,Leadership: A Critical Component of Workplace Suicide Prevention,Successful programs will have a top level leader that sees this as a cutting edge issue and a workplace health and safety imperative. Cultivating the mindset of civility in community and a culture of trust comes from the top. Communication from leadership on building a caring culture where people look out for each other’s well-being and pull together when times are tough needs to be tied to the mission and vision of the organization and communicated to the workers. Leaders demonstrate this commitment by investing resources of time and money and by modeling self-care and compassion.,"Michelle Walker, VP of Finance and Administration for SSC Underground",13.0,3
18,0e8fd555-1a8e-4408-87ac-ac7602ac5bad,2023-11-03 13:56:01.092160+00:00,ARTICLE,Stress Management Tips for Teens and Children,<p>How to identify and care for stress in your child and nurture mental health.</p>,Children's Health,5.0,3
19,f11872c8-c2c5-4f7e-a453-ed79bfa7aac1,2022-12-20 17:22:05.468834+00:00,ARTICLE,Tips for Healthcare Professionals: COPING WITH STRESS AND COMPASSION FATIGUE,"As a healthcare professional, you may face stress on the job under usual conditions due
to long shifts, competing responsibilities, and witnessing or hearing about difficult patient
experiences. As a responder on the front lines of the coronavirus disease 2019 (COVID-19)
pandemic, you are likely working longer hours, seeing loved ones less, and working in a more
stressful environment. At the same time, you may be coping with the mental health effects that all types of disasters, including public health emergencies, often have. As such, you may be noticing signs of stress and distress in yourself and your coworkers. This tip sheet explores stress and compassion fatigue, as well as signs of distress after a disaster. It identifies ways to cope and enhance resilience, along with resources for more information and support.",SAMHSA,,3
20,732b534e-2d28-43a9-a1ae-29687d53670a,2022-12-20 17:21:11.511645+00:00,ARTICLE,Facing Burnout as a Healthcare Worker,Explanation of burnout and tips to combat it,Mental Health America,,2
21,7f749a54-c5df-4928-8364-ce22a860ce18,2023-09-08 18:54:01.842809+00:00,VIDEO,What is Suicidal Ideation?,This video discusses what suicidal ideation is and what to look for when looking out for a friend.,Psych Hub,5.0,2
22,bb8f9dbc-56b6-479b-b911-6e2626789c38,2022-08-19 19:46:09.449457+00:00,ARTICLE,Rebecca Boswell - PMX Week Stories of Cultural Humility,"At the launch of our Gender Talk series, attended by Penn Medicine providers and staff, I began the event by disclosing my own story. I shared that I’m a cis-gender white woman, and I have biases that come from the privileges my identity provides me. I said that I speak about gender diversity from a position of empathy, with an understanding of the science, but without lived experience. This leaves me with blind spots and room for growth. I hoped that by being open about my own perspective, our providers would feel like it’s okay to not be an expert, and would be more open to learning.  


 I developed the Gender Talk series because I want to educate our providers about gender identity and empower them to create a gender-affirming environment at work for each other and for our patients. I also wanted to model how we can acknowledge the limits of our understanding about what our patients have experienced in their lives.  

 What our providers need, in addition to research-supported information, is to hear from someone with lived experience. We invited Jillian Celentano, a transgender patient advocate and social worker, to join us as one of our featured speakers.  

 As Jillian has said, “I emphasize how important it is to talk about pronouns, to use the right terminology when speaking to trans and nonbinary patients. That makes all the difference to us.” Jillian also answered specific questions from providers, and told them how essential medical and mental health providers are in the community. “We can’t do this journey without you, but we’re also scared,” she added. Jillian shared how making small but important changes around how we interact with trans and nonbinary patients can make them feel much more comfortable in the health care setting.  

After our first Gender Talk series, I made sure that we were making those small but important changes, like having pronouns on our badges, correcting patients’ armband text, and introducing ourselves using our pronouns. Recently, I was talking to a patient who was very ill and had survived violence based on their gender identity. The patient pulled me aside and told me they didn’t usually feel safe in hospitals, but that the interactions with our staff felt positive. This made it possible for the patient to feel safe and respected.  

 Making progress in this area is very meaningful to the trans and nonbinary community. These steps we’re taking will go a long way towards achieving health equity, where every person seeking care is acknowledged, respected, and understood.",Penn Medicine Experience,,2
23,5777b61d-5ba6-49d3-bcce-4036a898b16b,2020-12-14 16:36:49.394017+00:00,ARTICLE,Navigating Verbal Storms at a Primary Care Office,"Jeffrey Howard Millstein, MD, a physician champion for patient experience at Penn Medicine, details how he approaches conversations about controversial topics with patients, from the political environment to mistrust in our country's health systems. He states, ""by staying in my 'role,' leveraging curiosity, and working on setting the visit agenda, I’ve been able to reduce my stress level when patients interject controversial opinions during our visits.""","Jeffrey Howard Millstein, MD",5.0,2
24,635ba40b-ac0f-4be2-8a56-25125563c3e5,2020-04-12 14:54:34.014735+00:00,ARTICLE,Healthy Sleep Habits,"Your daily routines – what you eat and drink, the medications you take, how you schedule your days and how you choose to spend your evenings – can significantly impact your quality of sleep. Even a few slight adjustments can, in some cases, mean the difference between sound sleep and a restless night. ",,2.0,2
25,300c35b7-8db4-406f-aa1a-e25aa1e34e8b,2021-08-06 16:55:06.993799+00:00,PODCAST,"Wellfocused Podcast: Season 1, Episode 6-What is Resilience? (ft. Dr. Thea Gallagher)","On this episode of The Wellfocused podcast, we are joined by Dr. Thea Gallagher, an Assistant Professor and the Director of Outpatient Clinic at the Center for the Treatment and Study of Anxiety (CTSA) in the Perelman School of Medicine at the University of Pennsylvania. Dr. Gallagher describes some current and growing challenges that society has faced over the last year and how resilience has become a major topic of conversation.",Mitchell Sherman,21.0,2
26,e2ec2171-e520-49bb-b1ea-2987e2b2fe63,2023-10-16 18:04:17.127214+00:00,ARTICLE,How to Talk to your Children about Conflict and War,<p>Talking to children about world events can be difficult. Here are some tips on how to approach the conversation with your child and to provide them with support and comfort.</p>,unicef,10.0,2
27,d2ffa332-d8d2-4c06-aa3e-8f74b016515f,2020-09-30 20:16:16.948554+00:00,ARTICLE,Managing Anger,The COVID-19 pandemic presents heightened emotions for many – especially anxiety and stress. These feelings may present as anger. Learn how to manage anger during the coronavirus pandemic.,PsychHub ,3.0,2
28,9ddc5772-3fb8-46d1-9fbd-9498413704e0,2022-12-20 16:16:22.616400+00:00,APP,Sanvello,"Sanvello helps you understand you: Our thoughts, moods, and behaviors all shape how we feel. Sanvello gives you clinically validated techniques to help you manage your moods and thoughts, so you can understand what works for you to feel better. Whether you manage an ongoing condition like anxiety or depression, deal with stress, have acute stress or anxiety related to an event like coronavirus, or simply want to improve your overall mental well-being, Sanvello gives you the help, support, and resources you need to feel more in control and happier over time.",Sanvello Team,,2
29,7ce7205b-70b8-4d51-a7a1-988cd43ca5fc,2020-09-30 20:16:16.948554+00:00,ARTICLE,Preventing Burn Out,Learning to promote your own self-care as a caregiver ,PsychHub ,4.0,2
