Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1502,0.3364695340501792
All Appts,CHAPLAIN,34,0.0076164874551971325
All Appts,CLINICIAN,1361,0.3048835125448029
All Appts,COACH,979,0.21931003584229392
All Appts,OTHER,2,0.00044802867383512545
All Appts,PEER,11,0.00246415770609319
All Appts,PSYCHIATRIST,443,0.09923835125448029
All Appts,UNDEFINED,132,0.02956989247311828
All Appts - Past 90 Days,CARE_MANAGER,94,0.4
All Appts - Past 90 Days,CHAPLAIN,2,0.00851063829787234
All Appts - Past 90 Days,COACH,61,0.25957446808510637
All Appts - Past 90 Days,UNDEFINED,78,0.33191489361702126
Appts with Escalation,CARE_MANAGER,374,0.16748768472906403
Appts with Escalation,CHAPLAIN,14,0.006269592476489028
Appts with Escalation,CLINICIAN,1026,0.45947156291983876
Appts with Escalation,COACH,437,0.19570085087326466
Appts with Escalation,OTHER,1,0.0004478280340349306
Appts with Escalation,PEER,6,0.0026869682042095834
Appts with Escalation,PSYCHIATRIST,359,0.16077026421854007
Appts with Escalation,UNDEFINED,16,0.007165248544558889
Appts with Escalation - Past 90 Days,CARE_MANAGER,6,0.2727272727272727
Appts with Escalation - Past 90 Days,COACH,9,0.4090909090909091
Appts with Escalation - Past 90 Days,UNDEFINED,7,0.3181818181818182
