Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,374,0.1671134941912422
All,CHAPLAIN,14,0.006255585344057194
All,CLINICIAN,1026,0.4584450402144772
All,COACH,439,0.1961572832886506
All,OTHER,1,0.00044682752457551384
All,PEER,6,0.002680965147453083
All,PSYCHIATRIST,359,0.16041108132260948
All,UNDEFINED,19,0.008489722966934763
Mild,CARE_MANAGER,157,0.20442708333333334
Mild,CHAPLAIN,8,0.010416666666666666
Mild,CLINICIAN,157,0.20442708333333334
Mild,COACH,366,0.4765625
Mild,OTHER,1,0.0013020833333333333
Mild,PSYCHIATRIST,70,0.09114583333333333
Mild,UNDEFINED,9,0.01171875
Moderate,CARE_MANAGER,202,0.1616
Moderate,CHAPLAIN,5,0.004
Moderate,CLINICIAN,824,0.6592
Moderate,COACH,61,0.0488
Moderate,PEER,4,0.0032
Moderate,PSYCHIATRIST,144,0.1152
Moderate,UNDEFINED,10,0.008
Severe,CARE_MANAGER,17,0.07488986784140969
Severe,CHAPLAIN,1,0.004405286343612335
Severe,CLINICIAN,49,0.21585903083700442
Severe,COACH,13,0.05726872246696035
Severe,PEER,2,0.00881057268722467
Severe,PSYCHIATRIST,145,0.6387665198237885
