,content_id,created,content_type_id,title,description,author,duration_in_minutes,view_count
0,1b0621ea-0530-40e3-99e6-03a36f3c94cf,2021-12-21 22:59:44.541495+00:00,VIDEO,Finding Wise Mind,"Do you feel like you're being pulled in a million different directions? Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, breaks down how to balance our practical reality with our emotional needs using the Wise Mind skill. This tool allows you to acknowledge your limited time and energy and helps you make well-rounded decisions in your personal and professional life, even amidst a busy schedule. This short podcast will be especially useful for those looking to maximize their time during this busy holiday season and the New Year.","Lily Brown, PhD",7.0,50
1,09ab5264-3d8f-4e8e-be15-074e38528bf1,2021-06-15 20:08:10.643692+00:00,VIDEO,Tackling Burnout,"Dr. Laura Hamill, Chief Science Officer at Limeade, will share the science behind burnout—including how to spot it, what the causes are, and how to prevent it. She will also share recent research conducted by Limeade Institute on how to use mindsets to handle stress, as well as talk about the important role organizations play in helping to prevent burnout.",Dr. Laura Hamill,60.0,12
2,d5fe5c94-f5c8-48f5-8097-37f942447049,2022-01-18 18:13:00.114480+00:00,VIDEO,Sleep Tips,"Over the last year, the prevalence of sleep disorders and insomnia have increased tremendously. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, walks you through a few brief sleep tips. Dr. Brown shares evidence-based practices that you can use as first steps to tackle clinically significant insomnia. This podcast shares some great reminders for everyone who is trying to improve their sleep schedules and sleeping habits in the New Year.","Lily Brown, PhD",5.0,8
3,452232e1-4014-409e-a8b3-05bc931cb88f,2021-07-02 15:35:18.898507+00:00,VIDEO,"Wellfocused Podcast: Season 1, Episode 1-Emily McPeak on Work-Life Integration","On this episode of the Wellfocused Podcast, we introduce the podcast before being joined by Emily McPeak, an Employee Wellbeing Coordinator from the University of Pennsylvania Health System. Emily and I discuss the adjustment to non-clinical remote work and the challenges that come with it. Additionally, Emily shares some insights on the upcoming Work-Life program available for UPHS employees. (Recorded April 2021)",Mitchell Sherman,21.0,4
4,c84dd41a-8029-4376-a850-2c51ac540c72,2021-12-21 20:53:34.893104+00:00,VIDEO,Managing Expectations Around the Holidays,"Whether you are hosting a gathering or visiting family this holiday season, there may often be conflicts and tension that arise from competing responsibilities and expectations with your partner or loved ones. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, explains how to get ahead of it all and have effective conversations that will enable you to have a relaxing time with your friends and family.","Lily Brown, PhD",5.0,2
5,c2b5644b-9829-4bd5-a13a-b0c20bfcd111,2022-07-27 13:20:51.968926+00:00,VIDEO,Understanding Trauma,"Join Dr. Lily Brown, Director of Center for Treatment and Study of Anxiety as she discusses trauma and stressor-related disorders. Learn the impact of prolonged exposure, common responses, and ways to overcome it.",Lily Brown,17.0,1
6,c2230840-607b-4188-a42f-dc8c4047b49e,2022-10-20 18:57:58.308059+00:00,VIDEO,How to find the person who can help you get ahead at work,"The workplace is often presented as a meritocracy, where you can succeed by putting your head down and working hard. Wall Street veteran Carla Harris learned early in her career that this a myth. The key to actually getting ahead? Get a sponsor: a person who will speak on your behalf in the top-level, closed-door meetings you're not invited to (yet). Learn how to identify and develop a productive sponsor relationship in this candid, powerful talk.","Carla Harris, TEDWomen 2018",14.0,1
7,c584cc00-31af-4c79-a149-e55686e61855,2023-03-14 19:32:31.141863+00:00,PODCAST,The Wellfocused Podcast: Ep. 41 - Destigmatizing Substance Use Disorder (ft. Eric Rodriguez),"Eric Rodriguez of the Caron Treatment Center joins The Wellfocused Podcast to take a different look at substance abuse disorders. Here, we talk about the stigma around the disease, how information is communicated, and modern trends in the community.",Mitch Sherman,30.0,22
8,c1688c47-cf16-4d9c-914a-a261019966b5,2023-03-29 18:36:56.946321+00:00,PODCAST,The Powerful Parenting Prevention in 3 Minutes Video Series,"This video series of micro-lesson provides parents with information and tips on topics that are key to guiding their child to a healthy lifestyle and creating a substance-free youth culture within their family. Each lesson is presented by an expert from Caron Treatment Center’s Education Alliance.  At Caron, we know the best time to stop substance use is before it starts.  Access additional information and resources at www.Caron.org/EA-Resource-Kit.

View all episodes here: https://www.youtube.com/playlist?list=PLiGDK3AfZAZBO69nxEP690-pD7ctxbueH

Note: Caron Treatment Centers is a benefits provider for some Penn Medicine employees. Caron provides a full continuum of treatment for substance use disorders and behavioral health along with education and resources for families and loved ones. To get help, call 800-678-2332 or fill out this form: https://www.caron.org/contact-us

For more from the Caron staff about substance use, visit Caron.org or browse their resource and education library at https://www.caron.org/addiction-101.",Caron.org,3.0,21
9,bdf7f7f5-912f-4d8b-9329-f6d756f0be55,2022-11-10 18:51:09.371785+00:00,PODCAST,The Wellfocused Podcast: Ep. 40 - Proper Pronoun-ing (ft. Jessica Cooper),"Social Worker Jessica Cooper joins The Wellfocused Podcast to discuss the ins and outs of modern day pronoun usage. We discuss how and why it is important to use pronounce correctly, societal influence, and why it is vital to respect someone's identity.",Mitch Sherman,32.0,19
