Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,373,0.1671896010757508
All,CHAPLAIN,14,0.0062752129090094125
All,CLINICIAN,1026,0.4598834603316898
All,COACH,436,0.19542805916629313
All,OTHER,1,0.00044822949350067237
All,PEER,6,0.002689376961004034
All,PSYCHIATRIST,359,0.16091438816674136
All,UNDEFINED,16,0.007171671896010758
Mild,CARE_MANAGER,157,0.2054973821989529
Mild,CHAPLAIN,8,0.010471204188481676
Mild,CLINICIAN,157,0.2054973821989529
Mild,COACH,365,0.47774869109947643
Mild,OTHER,1,0.0013089005235602095
Mild,PSYCHIATRIST,70,0.09162303664921466
Mild,UNDEFINED,6,0.007853403141361256
Moderate,CARE_MANAGER,202,0.16185897435897437
Moderate,CHAPLAIN,5,0.004006410256410256
Moderate,CLINICIAN,824,0.6602564102564102
Moderate,COACH,59,0.047275641025641024
Moderate,PEER,4,0.003205128205128205
Moderate,PSYCHIATRIST,144,0.11538461538461539
Moderate,UNDEFINED,10,0.008012820512820512
Severe,CARE_MANAGER,16,0.07079646017699115
Severe,CHAPLAIN,1,0.004424778761061947
Severe,CLINICIAN,49,0.2168141592920354
Severe,COACH,13,0.05752212389380531
Severe,PEER,2,0.008849557522123894
Severe,PSYCHIATRIST,145,0.6415929203539823
