,content_id,created,content_type_id,title,description,author,duration_in_minutes,view_count
0,d5fe5c94-f5c8-48f5-8097-37f942447049,2022-01-18 18:13:00.114480+00:00,VIDEO,Sleep Tips,"Over the last year, the prevalence of sleep disorders and insomnia have increased tremendously. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, walks you through a few brief sleep tips. Dr. Brown shares evidence-based practices that you can use as first steps to tackle clinically significant insomnia. This podcast shares some great reminders for everyone who is trying to improve their sleep schedules and sleeping habits in the New Year.","Lily Brown, PhD",5.0,73
1,8e36d2bc-cb47-456f-b8d2-7936cef2056d,2022-02-28 18:30:39.623034+00:00,VIDEO,Sleep Tips (Part 2),"Over the last year, the prevalence of sleep disorders and insomnia have increased tremendously. In this podcast, Dr. Lily Brown, Director of the Center for Treatment and Study of Anxiety, walks you through a few brief sleep tips. Dr. Brown shares evidence-based practices that you can use as first steps to tackle clinically significant insomnia. This podcast shares some great reminders for everyone who is trying to improve their sleep schedules and sleeping habits this year.",Dr. Lily Brown,5.0,20
2,452232e1-4014-409e-a8b3-05bc931cb88f,2021-07-02 15:35:18.898507+00:00,VIDEO,"Wellfocused Podcast: Season 1, Episode 1-Emily McPeak on Work-Life Integration","On this episode of the Wellfocused Podcast, we introduce the podcast before being joined by Emily McPeak, an Employee Wellbeing Coordinator from the University of Pennsylvania Health System. Emily and I discuss the adjustment to non-clinical remote work and the challenges that come with it. Additionally, Emily shares some insights on the upcoming Work-Life program available for UPHS employees. (Recorded April 2021)",Mitchell Sherman,21.0,11
3,21990319-4e48-4f2a-a43a-6b72a93ec2cf,2023-08-24 16:21:48.879972+00:00,VIDEO,Preparing for the Postpartum Period and Maternity Leave,Dr. Erica Weitz discusses common experiences and ways to cope in the postpartum period.,Erica Weitz,29.0,3
4,df47c74a-5f50-4f6f-a6ee-89ebe0f38976,2023-08-31 19:23:08.451884+00:00,VIDEO,Effective suicide prevention,"This four-minute video provides a brief overview of SPRC’s Effective Suicide Prevention Model, which can help you carry out suicide prevention efforts that are most likely to be effective. It will guide you through the three elements of the model—Strategic Planning, Keys to Success, and the Comprehensive Approach. As described in the model, effective suicide prevention efforts should:

- Help you understand the suicide problem in your community or setting, set clear goals, and prioritize actions that are most likely to make a difference, using a strategic planning process.

- Use a number of guiding principles, or keys to success.

- Combine multiple efforts that work in sync to create change rather than relying on standalone programs to do so.",Suicide Prevention Resource Center,4.0,2
5,645c2ed4-dca4-4cb1-a455-f23fa0f2b16a,2023-08-31 19:19:19.760007+00:00,VIDEO,The problem of college student suicide and mental health,This is a video created by the Texas University and College Counseling Center Directors Association to raise awareness about the problem of college student suicide and college student mental health.,Texas State Counseling Center,5.0,2
6,82549b8c-873f-4ef7-b4de-bcf9d1987244,2023-01-26 18:34:58.876869+00:00,VIDEO,Caron Center Series: Addiction- Choice or Disease?,"No one chooses to become addicted to drugs and alcohol. So how does it happen, and why do we call it a disease? To understand how someone develops substance use disorder, you need to be aware of the impact of psychological and biological factors as well as the stages of progression. This presentation will give you a basic understanding of the disease concept and set the stage for future discussions and exploration around addiction and behavioral health.
 
Join the Wellfocused team and guest speaker Eric Rodriguez from Caron Treatment Centers for a conversation about substance use disorder, better known as addiction. Eric is a behavioral health therapist with a background in providing individual and family therapy. He has advanced education in co-occurring disorders, specifically related to anxiety, and is trained in cognitive processing therapy for trauma. As the Education Resource Director at Caron, Eric oversees education, training, development, and learning initiatives focusing primarily on corporate and organizational education.
 
Caron Treatment Centers is an internationally recognized nonprofit dedicated to addiction and behavioral healthcare treatment, research, prevention, and addiction medicine education. For more than 65 years, Caron has helped thousands of individuals struggling with substance use disorder and their families begin to manage this chronic, treatable disease. Caron provides a continuum of care for young adults, women, men, and older adults. Caron accepts major insurance plans and provides financial assistance for those who qualify. For more information, please visit caron.org or @CaronTreatment",Wellfocused,26.0,2
7,f60a4cbc-1086-4118-bc6e-ed1b22b4a7aa,2023-08-31 19:27:33.521378+00:00,VIDEO,Leadership: A Critical Component of Workplace Suicide Prevention,Successful programs will have a top level leader that sees this as a cutting edge issue and a workplace health and safety imperative. Cultivating the mindset of civility in community and a culture of trust comes from the top. Communication from leadership on building a caring culture where people look out for each other’s well-being and pull together when times are tough needs to be tied to the mission and vision of the organization and communicated to the workers. Leaders demonstrate this commitment by investing resources of time and money and by modeling self-care and compassion.,"Michelle Walker, VP of Finance and Administration for SSC Underground",13.0,1
8,84ee5ddb-4acd-4d9c-bd80-37329feb1cea,2020-04-24 16:09:47.814598+00:00,VIDEO,Ways to be Resilient ,Video-based tools to help build personal and professional resilience. The videos are added frequently and have different individuals contributing to resources and tips of how to be resilient. There are more than 20 videos in the library. ,UPENN Positive Psychology,,1
9,3758d63b-3216-4074-945b-2c14c2f61ec7,2021-12-07 17:16:57.263285+00:00,VIDEO,Setting Boundaries around the Holidays,"Feeling overwhelmed with responsibilities during the holiday season? You're not alone. In this podcast, Dr. Lily Brown, Director of the Center for the Treatment and Study of Anxiety, presents the ""DEAR MAN"" skill. She will explain what this tool is and how to use it to effectively set boundaries and maximize your time and energy this holiday season.","Lily Brown, PhD",5.0,1
