Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,310,0.136986301369863
All,CHAPLAIN,14,0.0061864781263809105
All,CLINICIAN,1096,0.484312859036677
All,COACH,443,0.19575784357048165
All,OTHER,1,0.0004418912947414936
All,PEER,6,0.0026513477684489617
All,PSYCHIATRIST,359,0.1586389748121962
All,UNDEFINED,34,0.015024304021210782
Mild,CARE_MANAGER,109,0.14010282776349614
Mild,CHAPLAIN,8,0.010282776349614395
Mild,CLINICIAN,205,0.2634961439588689
Mild,COACH,366,0.4704370179948586
Mild,OTHER,1,0.0012853470437017994
Mild,PSYCHIATRIST,70,0.08997429305912596
Mild,UNDEFINED,19,0.02442159383033419
Moderate,CARE_MANAGER,189,0.1496437054631829
Moderate,CHAPLAIN,5,0.00395882818685669
Moderate,CLINICIAN,843,0.667458432304038
Moderate,COACH,65,0.05146476642913698
Moderate,PEER,4,0.003167062549485352
Moderate,PSYCHIATRIST,144,0.11401425178147269
Moderate,UNDEFINED,13,0.010292953285827395
Severe,CARE_MANAGER,14,0.0611353711790393
Severe,CHAPLAIN,1,0.004366812227074236
Severe,CLINICIAN,52,0.22707423580786026
Severe,COACH,13,0.056768558951965066
Severe,PEER,2,0.008733624454148471
Severe,PSYCHIATRIST,145,0.6331877729257642
Severe,UNDEFINED,2,0.008733624454148471
