Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1452,0.33518005540166207
All Appts,CHAPLAIN,33,0.007617728531855956
All Appts,CLINICIAN,1361,0.3141735918744229
All Appts,COACH,929,0.2144506001846722
All Appts,OTHER,24,0.00554016620498615
All Appts,PEER,11,0.0025392428439519853
All Appts,PSYCHIATRIST,443,0.10226223453370267
All Appts,UNDEFINED,79,0.018236380424746075
All Appts - Past 90 Days,CARE_MANAGER,71,0.35323383084577115
All Appts - Past 90 Days,CHAPLAIN,2,0.009950248756218905
All Appts - Past 90 Days,CLINICIAN,8,0.03980099502487562
All Appts - Past 90 Days,COACH,58,0.2885572139303483
All Appts - Past 90 Days,OTHER,1,0.004975124378109453
All Appts - Past 90 Days,UNDEFINED,61,0.3034825870646766
Appts with Escalation,CARE_MANAGER,372,0.16704086214638528
Appts with Escalation,CHAPLAIN,14,0.006286484059272564
Appts with Escalation,CLINICIAN,1026,0.4607094746295465
Appts with Escalation,COACH,426,0.19128872923215087
Appts with Escalation,OTHER,10,0.00449034575662326
Appts with Escalation,PEER,6,0.002694207453973956
Appts with Escalation,PSYCHIATRIST,359,0.16120341266277505
Appts with Escalation,UNDEFINED,14,0.006286484059272564
Appts with Escalation - Past 90 Days,CARE_MANAGER,4,0.16666666666666666
Appts with Escalation - Past 90 Days,COACH,9,0.375
Appts with Escalation - Past 90 Days,UNDEFINED,11,0.4583333333333333
