,content_id,created,content_type_id,title,description,author,duration_in_minutes,view_count
0,697f268a-725e-4967-9cda-f2572de56eaa,2022-12-20 17:20:20.591000+00:00,ARTICLE,Job Burnout: How to spot it and take action,Feeling burned out at work? Find out what you can do when your job affects your health.,Mayo Clinic Staff,,50
1,5ddfe9c0-e69a-4bfb-9388-29c4203605ac,2022-11-11 19:10:42.290352+00:00,PODCAST,The Wellfocused Podcast: Ep. 15 - Leadership and Innovation (ft. Roy Rosin),"The Wellfocused Podcast welcomes Roy Rosin, Chief Innovation Officer at Penn Medicine. Roy shares his perspective on what innovation means to him and what draws him to his position. Additionally, Roy discusses how he views leadership, what he learned from his mentors, and how to factor in the human element into making organizations work.",Mitch Sherman,40.0,24
2,152efa6e-5007-43bd-8193-070cfdabf2f2,2022-02-25 14:02:52.548177+00:00,PODCAST,"The Wellfocused Podcast: Sn. 3, Ep. 3 - Enough ""Burnout"" (ft. Lauren Hess)","Lauren Hess, Wellbeing Supervisor from our Lancaster General Health location, joins the podcast to discuss the ever present topic of burnout. We talk about what new strategies are being developed to combat burnout, what employees need, and fatigue of the concept itself.",Mitch Sherman,24.0,18
3,c2c31499-5b71-4227-b733-89fd041826c8,2022-12-01 19:55:05.342325+00:00,PODCAST,The Wellfocused Podcast: Ep. 40 - What Gets You Moving? (ft. Carly Musser),"Carly Musser, and Exercise Physiologist and Mental Performance Consultant, joins The Wellfocused Podcast to discuss the motivation behind exercise. We dive into how motivation varies person to person, what types of motivation are most effective, and the importance of finding your ""why"".",Mitch Sherman,22.0,15
4,c584cc00-31af-4c79-a149-e55686e61855,2023-03-14 19:32:31.141863+00:00,PODCAST,The Wellfocused Podcast: Ep. 41 - Destigmatizing Substance Use Disorder (ft. Eric Rodriguez),"Eric Rodriguez of the Caron Treatment Center joins The Wellfocused Podcast to take a different look at substance abuse disorders. Here, we talk about the stigma around the disease, how information is communicated, and modern trends in the community.",Mitch Sherman,30.0,12
5,87a9c9ce-f04d-4a62-bd89-91e614f5afb5,2022-08-16 16:56:04.986503+00:00,PODCAST,"The Wellfocused Podcast: Sn. 4, Ep. 6 - DEI from an LGBTQ+ Perspective (ft. Kyle Bonner)","Kyle Bonner, LCSW, Coordinator of Diversity, Equity, and Inclusion, joins The Wellfocused Podcast to discuss societal changes from the perspective of the LGBTQ+ community. Here, we address the state of DEI in society as well as the reaction to the simultaneous progression and regression of inclusion in the country.",Mitch Sherman,22.0,11
6,73f75710-b66a-4acb-bd83-1dfc951e80cb,2021-10-22 17:10:35.600571+00:00,PODCAST,"Wellfocused Podcast: Sn. 2, Ep.2 - Cognitive Behavioral Therapy and Insomnia (ft. Dr. Amanda Swain)","Dr. Amanda Swain, a physician with Penn Family Care, joins the Wellfocused Podcast do discuss Cognitive Behavioral Therapy and how it is used to treat insomnia. Additionally, she shares some causes and effects of insomnia and how getting proper sleep is essential to our overall health and wellbeing.",Mitchell Sherman,23.0,8
7,aada790f-8093-415e-8764-fc468635f728,2022-12-20 17:19:33.566083+00:00,ARTICLE,How to keep work stress from taking over your life,Tips for ensuring that work stress doesn't take over life.,Healthline,,8
8,4caecc24-d3fc-4760-84fc-7ff123d83968,2022-08-05 18:07:34.884638+00:00,PODCAST,"The Wellfocused Podcast: Sn. 4, Ep. 4 - Work Environment Stressors (ft. Jessie Jarmon)","Staff Support Specialist Jessie Jarmon, MSW, LCSW, joins the Wellfocused Podcast to discuss work environment stressors. Here, we dive into common trends that cause stress for people everyday at work and what strategies can be used to combat this stress.",Mitch Sherman,28.0,8
9,732b534e-2d28-43a9-a1ae-29687d53670a,2022-12-20 17:21:11.511645+00:00,ARTICLE,Facing Burnout as a Healthcare Worker,Explanation of burnout and tips to combat it,Mental Health America,,7
10,c1688c47-cf16-4d9c-914a-a261019966b5,2023-03-29 18:36:56.946321+00:00,PODCAST,The Powerful Parenting Prevention in 3 Minutes Video Series,"This video series of micro-lesson provides parents with information and tips on topics that are key to guiding their child to a healthy lifestyle and creating a substance-free youth culture within their family. Each lesson is presented by an expert from Caron Treatment Center’s Education Alliance.  At Caron, we know the best time to stop substance use is before it starts.  Access additional information and resources at www.Caron.org/EA-Resource-Kit.

View all episodes here: https://www.youtube.com/playlist?list=PLiGDK3AfZAZBO69nxEP690-pD7ctxbueH

Note: Caron Treatment Centers is a benefits provider for some Penn Medicine employees. Caron provides a full continuum of treatment for substance use disorders and behavioral health along with education and resources for families and loved ones. To get help, call 800-678-2332 or fill out this form: https://www.caron.org/contact-us

For more from the Caron staff about substance use, visit Caron.org or browse their resource and education library at https://www.caron.org/addiction-101.",Caron.org,3.0,6
11,42d9ac0d-f757-4b34-8471-b7ad7d4b1b80,2022-02-11 16:36:20.308649+00:00,PODCAST,"The Wellfocused Podcast: Sn. 3, Ep. 1 - Positive Psychology (ft. Luke Obermann)","Season 3 of the Wellfocused Podcast kicks off with Luke Obermann, a self-proclaimed ""well-being nerd"" who specializes in positive psychology. On this episode, we dive into the history and dynamics of positive psychology and how this can be implemented into everyday life in an individualized manner.",Mitch Sherman,33.0,5
12,09ab5264-3d8f-4e8e-be15-074e38528bf1,2021-06-15 20:08:10.643692+00:00,VIDEO,Tackling Burnout,"Dr. Laura Hamill, Chief Science Officer at Limeade, will share the science behind burnout—including how to spot it, what the causes are, and how to prevent it. She will also share recent research conducted by Limeade Institute on how to use mindsets to handle stress, as well as talk about the important role organizations play in helping to prevent burnout.",Dr. Laura Hamill,60.0,5
13,24b9c5bf-66c2-4eb7-b79a-46fbce86bc7e,2022-07-06 08:23:49.314145+00:00,ARTICLE,Collaborative,"Being collaborative is when everyone is cooperatively working together, sharing responsibility for problem-solving and making decisions to formulate and carry out plans for patient care and/or improved work systems.Being collaborative is about people working together, including:

Individual contributors working together and/or with their managers/supervisors to achieve the team's objectives. 
Individuals with specialty areas of expertise working together to develop a patient treatment plan.
Individuals from different parts of the organization working together to achieve a larger goal for the health system. While teamwork is often a union of two people or a group to accomplish a task, being collaborative includes:

Brainstorming ideas and solutions
Creating a strong sense of purpose
Engaging equal participation of all parties

Examples of Collaboration are as follows:
-Inter-professional teams taking care of a medically complex patient
-Information Technology (IT) Analysts optimizing system use with clinicians
-Ambulatory practice leaders reviewing patient access trends with Marketing colleagues

Collaborative is one of the behaviors that are essential for delivering the Penn Medicine Experience. 
Focusing on these competencies is beneficial to patients because the healthcare team can work effectively together to decide on the best treatment option. 
These competencies are beneficial to coworkers and the organization because being collaborative and communicating effectively are the foundation of driving innovative solutions. To learn more about the Penn Medicine Experience Standard Collaborative visit the Penn Medicine Experience Website by typing ""PMX"" into your browser window while on VPN.",Stephanie Kindt,,5
14,f3400f8a-1e38-4600-b7c0-4e3e294eb6fb,2023-03-29 18:23:09.456768+00:00,PODCAST,Behavioral Health Strategies for Building Resilience in Youth,"This podcast series that explores issues that affect youth mental and behavioral health and provides practical strategies for raising, nurturing, teaching, and encouraging children and teens to build healthy patterns that last a lifetime.

In each episode, Tina George, Senior Coordinator of Student Assistance Programming, sits down to speak with an expert about critical topics that address the heart of the challenges our youth face, including social media usage, emerging substance abuse trends, and the pressure to perform.

Note: Caron Treatment Centers is a benefits provider for some Penn Medicine employees. Caron provides a full continuum of treatment for substance use disorders and behavioral health along with education and resources for families and loved ones. To get help, call 800-678-2332 or fill out this form: https://www.caron.org/contact-us

For more from the Caron staff about substance use, visit Caron.org or browse their resource and education library at https://www.caron.org/addiction-101.",Caron.org,40.0,4
15,7344f69c-c715-4610-8b01-17f16bdf6663,2022-12-20 17:18:57.468333+00:00,ARTICLE,Managing Your Boss,"Work-related stress can get the best of us all. Emails, Slack messages, phones ringing off the hook, your co-worker dropping by for an impromptu meeting — it’s enough to make anyone frazzled.

Feeling some tension is normal, especially if you’re facing a looming deadline or challenging assignment. But when work stress becomes chronic, it can end up affecting both your physical and emotional well-being.

Experiencing work strain is unavoidable — even if you love what you do — but there are steps you can take to keep job stress to a minimum.",APA,,4
