Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,367,0.16613852421910366
All,CHAPLAIN,14,0.006337709370755998
All,CLINICIAN,1026,0.4644635581711182
All,COACH,419,0.18967858759619738
All,OTHER,10,0.004526935264825713
All,PEER,6,0.002716161158895428
All,PSYCHIATRIST,359,0.1625169760072431
All,UNDEFINED,8,0.0036215482118605704
Mild,CARE_MANAGER,154,0.20505992010652463
Mild,CHAPLAIN,8,0.010652463382157125
Mild,CLINICIAN,157,0.20905459387483355
Mild,COACH,351,0.4673768308921438
Mild,OTHER,8,0.010652463382157125
Mild,PSYCHIATRIST,70,0.09320905459387484
Mild,UNDEFINED,3,0.0039946737683089215
Moderate,CARE_MANAGER,200,0.16129032258064516
Moderate,CHAPLAIN,5,0.004032258064516129
Moderate,CLINICIAN,824,0.6645161290322581
Moderate,COACH,56,0.04516129032258064
Moderate,OTHER,2,0.0016129032258064516
Moderate,PEER,4,0.0032258064516129032
Moderate,PSYCHIATRIST,144,0.11612903225806452
Moderate,UNDEFINED,5,0.004032258064516129
Severe,CARE_MANAGER,15,0.06666666666666667
Severe,CHAPLAIN,1,0.0044444444444444444
Severe,CLINICIAN,49,0.21777777777777776
Severe,COACH,13,0.057777777777777775
Severe,PEER,2,0.008888888888888889
Severe,PSYCHIATRIST,145,0.6444444444444445
