Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1387,0.3333333333333333
All Appts,CHAPLAIN,31,0.007450132179764479
All Appts,CLINICIAN,1360,0.32684450853160296
All Appts,COACH,876,0.21052631578947367
All Appts,OTHER,22,0.005287190579187695
All Appts,PEER,11,0.0026435952895938475
All Appts,PSYCHIATRIST,443,0.1064647921172795
All Appts,UNDEFINED,31,0.007450132179764479
All Appts - Past 90 Days,CARE_MANAGER,95,0.47738693467336685
All Appts - Past 90 Days,CLINICIAN,26,0.1306532663316583
All Appts - Past 90 Days,COACH,48,0.24120603015075376
All Appts - Past 90 Days,UNDEFINED,30,0.1507537688442211
Appts with Escalation,CARE_MANAGER,367,0.16643990929705216
Appts with Escalation,CHAPLAIN,14,0.006349206349206349
Appts with Escalation,CLINICIAN,1026,0.46530612244897956
Appts with Escalation,COACH,416,0.18866213151927438
Appts with Escalation,OTHER,10,0.0045351473922902496
Appts with Escalation,PEER,6,0.0027210884353741495
Appts with Escalation,PSYCHIATRIST,359,0.16281179138321997
Appts with Escalation,UNDEFINED,7,0.0031746031746031746
Appts with Escalation - Past 90 Days,CARE_MANAGER,3,0.2
Appts with Escalation - Past 90 Days,CLINICIAN,2,0.13333333333333333
Appts with Escalation - Past 90 Days,COACH,3,0.2
Appts with Escalation - Past 90 Days,UNDEFINED,7,0.4666666666666667
