Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,370,0.16666666666666666
All,CHAPLAIN,14,0.006306306306306306
All,CLINICIAN,1026,0.46216216216216216
All,COACH,424,0.19099099099099098
All,OTHER,10,0.0045045045045045045
All,PEER,6,0.002702702702702703
All,PSYCHIATRIST,359,0.16171171171171173
All,UNDEFINED,11,0.004954954954954955
Mild,CARE_MANAGER,156,0.20607661822985468
Mild,CHAPLAIN,8,0.010568031704095112
Mild,CLINICIAN,157,0.2073976221928666
Mild,COACH,355,0.46895640686922063
Mild,OTHER,8,0.010568031704095112
Mild,PSYCHIATRIST,70,0.09247027741083223
Mild,UNDEFINED,3,0.003963011889035667
Moderate,CARE_MANAGER,200,0.1607717041800643
Moderate,CHAPLAIN,5,0.0040192926045016075
Moderate,CLINICIAN,824,0.662379421221865
Moderate,COACH,57,0.04581993569131833
Moderate,OTHER,2,0.001607717041800643
Moderate,PEER,4,0.003215434083601286
Moderate,PSYCHIATRIST,144,0.1157556270096463
Moderate,UNDEFINED,8,0.006430868167202572
Severe,CARE_MANAGER,16,0.07079646017699115
Severe,CHAPLAIN,1,0.004424778761061947
Severe,CLINICIAN,49,0.2168141592920354
Severe,COACH,13,0.05752212389380531
Severe,PEER,2,0.008849557522123894
Severe,PSYCHIATRIST,145,0.6415929203539823
