Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1475,0.33629730962152304
All Appts,CHAPLAIN,33,0.007523939808481532
All Appts,CLINICIAN,1361,0.31030551755585956
All Appts,COACH,964,0.21979024167806657
All Appts,OTHER,2,0.00045599635202918376
All Appts,PEER,11,0.0025079799361605107
All Appts,PSYCHIATRIST,443,0.10100319197446421
All Appts,UNDEFINED,97,0.022115823073415412
All Appts - Past 90 Days,CARE_MANAGER,91,0.4080717488789238
All Appts - Past 90 Days,CHAPLAIN,2,0.008968609865470852
All Appts - Past 90 Days,CLINICIAN,4,0.017937219730941704
All Appts - Past 90 Days,COACH,68,0.30493273542600896
All Appts - Past 90 Days,UNDEFINED,58,0.2600896860986547
Appts with Escalation,CARE_MANAGER,372,0.16681614349775784
Appts with Escalation,CHAPLAIN,14,0.006278026905829596
Appts with Escalation,CLINICIAN,1026,0.4600896860986547
Appts with Escalation,COACH,436,0.19551569506726457
Appts with Escalation,OTHER,1,0.0004484304932735426
Appts with Escalation,PEER,6,0.0026905829596412557
Appts with Escalation,PSYCHIATRIST,359,0.1609865470852018
Appts with Escalation,UNDEFINED,16,0.007174887892376682
Appts with Escalation - Past 90 Days,CARE_MANAGER,5,0.2
Appts with Escalation - Past 90 Days,COACH,11,0.44
Appts with Escalation - Past 90 Days,UNDEFINED,9,0.36
