Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1609,0.3407454468445574
All Appts,CHAPLAIN,38,0.008047437526471834
All Appts,CLINICIAN,1361,0.2882253282507412
All Appts,COACH,1038,0.21982210927573062
All Appts,OTHER,2,0.00042354934349851756
All Appts,PEER,11,0.002329521389241847
All Appts,PSYCHIATRIST,443,0.09381617958492164
All Appts,UNDEFINED,220,0.046590427784836935
All Appts - Past 90 Days,CARE_MANAGER,72,0.4235294117647059
All Appts - Past 90 Days,CHAPLAIN,3,0.01764705882352941
All Appts - Past 90 Days,COACH,44,0.25882352941176473
All Appts - Past 90 Days,UNDEFINED,51,0.3
Appts with Escalation,CARE_MANAGER,375,0.16666666666666666
Appts with Escalation,CHAPLAIN,14,0.006222222222222222
Appts with Escalation,CLINICIAN,1026,0.456
Appts with Escalation,COACH,441,0.196
Appts with Escalation,OTHER,1,0.00044444444444444447
Appts with Escalation,PEER,6,0.0026666666666666666
Appts with Escalation,PSYCHIATRIST,359,0.15955555555555556
Appts with Escalation,UNDEFINED,28,0.012444444444444444
Appts with Escalation - Past 90 Days,CARE_MANAGER,1,0.07692307692307693
Appts with Escalation - Past 90 Days,COACH,2,0.15384615384615385
Appts with Escalation - Past 90 Days,UNDEFINED,10,0.7692307692307693
