Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,372,0.16681614349775784
All,CHAPLAIN,14,0.006278026905829596
All,CLINICIAN,1026,0.4600896860986547
All,COACH,436,0.19551569506726457
All,OTHER,1,0.0004484304932735426
All,PEER,6,0.0026905829596412557
All,PSYCHIATRIST,359,0.1609865470852018
All,UNDEFINED,16,0.007174887892376682
Mild,CARE_MANAGER,157,0.2054973821989529
Mild,CHAPLAIN,8,0.010471204188481676
Mild,CLINICIAN,157,0.2054973821989529
Mild,COACH,365,0.47774869109947643
Mild,OTHER,1,0.0013089005235602095
Mild,PSYCHIATRIST,70,0.09162303664921466
Mild,UNDEFINED,6,0.007853403141361256
Moderate,CARE_MANAGER,201,0.161186848436247
Moderate,CHAPLAIN,5,0.00400962309542903
Moderate,CLINICIAN,824,0.6607858861267041
Moderate,COACH,59,0.04731355252606255
Moderate,PEER,4,0.0032076984763432237
Moderate,PSYCHIATRIST,144,0.11547714514835605
Moderate,UNDEFINED,10,0.00801924619085806
Severe,CARE_MANAGER,16,0.07079646017699115
Severe,CHAPLAIN,1,0.004424778761061947
Severe,CLINICIAN,49,0.2168141592920354
Severe,COACH,13,0.05752212389380531
Severe,PEER,2,0.008849557522123894
Severe,PSYCHIATRIST,145,0.6415929203539823
