Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,374,0.1669642857142857
All,CHAPLAIN,14,0.00625
All,CLINICIAN,1026,0.45803571428571427
All,COACH,439,0.19598214285714285
All,OTHER,1,0.0004464285714285714
All,PEER,6,0.0026785714285714286
All,PSYCHIATRIST,359,0.16026785714285716
All,UNDEFINED,21,0.009375
Mild,CARE_MANAGER,157,0.20442708333333334
Mild,CHAPLAIN,8,0.010416666666666666
Mild,CLINICIAN,157,0.20442708333333334
Mild,COACH,366,0.4765625
Mild,OTHER,1,0.0013020833333333333
Mild,PSYCHIATRIST,70,0.09114583333333333
Mild,UNDEFINED,9,0.01171875
Moderate,CARE_MANAGER,202,0.16134185303514376
Moderate,CHAPLAIN,5,0.003993610223642172
Moderate,CLINICIAN,824,0.65814696485623
Moderate,COACH,61,0.048722044728434506
Moderate,PEER,4,0.003194888178913738
Moderate,PSYCHIATRIST,144,0.11501597444089456
Moderate,UNDEFINED,12,0.009584664536741214
Severe,CARE_MANAGER,17,0.07488986784140969
Severe,CHAPLAIN,1,0.004405286343612335
Severe,CLINICIAN,49,0.21585903083700442
Severe,COACH,13,0.05726872246696035
Severe,PEER,2,0.00881057268722467
Severe,PSYCHIATRIST,145,0.6387665198237885
