Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1529,0.336784140969163
All Appts,CHAPLAIN,34,0.007488986784140969
All Appts,CLINICIAN,1361,0.2997797356828194
All Appts,COACH,996,0.21938325991189428
All Appts,OTHER,2,0.0004405286343612335
All Appts,PEER,11,0.002422907488986784
All Appts,PSYCHIATRIST,443,0.09757709251101322
All Appts,UNDEFINED,164,0.03612334801762115
All Appts - Past 90 Days,CARE_MANAGER,76,0.3671497584541063
All Appts - Past 90 Days,CHAPLAIN,1,0.004830917874396135
All Appts - Past 90 Days,COACH,48,0.2318840579710145
All Appts - Past 90 Days,UNDEFINED,82,0.3961352657004831
Appts with Escalation,CARE_MANAGER,374,0.1671881984801073
Appts with Escalation,CHAPLAIN,14,0.006258381761287439
Appts with Escalation,CLINICIAN,1026,0.4586499776486366
Appts with Escalation,COACH,439,0.19624497094322754
Appts with Escalation,OTHER,1,0.0004470272686633885
Appts with Escalation,PEER,6,0.002682163611980331
Appts with Escalation,PSYCHIATRIST,359,0.16048278945015645
Appts with Escalation,UNDEFINED,18,0.008046490835940992
Appts with Escalation - Past 90 Days,CARE_MANAGER,3,0.3
Appts with Escalation - Past 90 Days,COACH,5,0.5
Appts with Escalation - Past 90 Days,UNDEFINED,2,0.2
