Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1530,0.33678186220559103
All Appts,CHAPLAIN,34,0.007484041382346467
All Appts,CLINICIAN,1361,0.2995817741580453
All Appts,COACH,998,0.21967862645828748
All Appts,OTHER,2,0.00044023772837332157
All Appts,PEER,11,0.002421307506053269
All Appts,PSYCHIATRIST,443,0.09751265683469074
All Appts,UNDEFINED,164,0.03609949372661237
All Appts - Past 90 Days,CARE_MANAGER,76,0.3671497584541063
All Appts - Past 90 Days,CHAPLAIN,1,0.004830917874396135
All Appts - Past 90 Days,COACH,46,0.2222222222222222
All Appts - Past 90 Days,UNDEFINED,84,0.4057971014492754
Appts with Escalation,CARE_MANAGER,374,0.1671881984801073
Appts with Escalation,CHAPLAIN,14,0.006258381761287439
Appts with Escalation,CLINICIAN,1026,0.4586499776486366
Appts with Escalation,COACH,439,0.19624497094322754
Appts with Escalation,OTHER,1,0.0004470272686633885
Appts with Escalation,PEER,6,0.002682163611980331
Appts with Escalation,PSYCHIATRIST,359,0.16048278945015645
Appts with Escalation,UNDEFINED,18,0.008046490835940992
Appts with Escalation - Past 90 Days,CARE_MANAGER,2,0.2
Appts with Escalation - Past 90 Days,COACH,5,0.5
Appts with Escalation - Past 90 Days,UNDEFINED,3,0.3
