Escalation,Provider Role,appt_count,appt_pct
All,CARE_MANAGER,369,0.16659142212189615
All,CHAPLAIN,14,0.006320541760722348
All,CLINICIAN,1026,0.4632054176072235
All,COACH,421,0.19006772009029346
All,OTHER,10,0.004514672686230248
All,PEER,6,0.002708803611738149
All,PSYCHIATRIST,359,0.1620767494356659
All,UNDEFINED,10,0.004514672686230248
Mild,CARE_MANAGER,155,0.20557029177718833
Mild,CHAPLAIN,8,0.010610079575596816
Mild,CLINICIAN,157,0.20822281167108753
Mild,COACH,353,0.46816976127320953
Mild,OTHER,8,0.010610079575596816
Mild,PSYCHIATRIST,70,0.09283819628647215
Mild,UNDEFINED,3,0.003978779840848806
Moderate,CARE_MANAGER,200,0.1610305958132045
Moderate,CHAPLAIN,5,0.004025764895330112
Moderate,CLINICIAN,824,0.6634460547504025
Moderate,COACH,56,0.04508856682769726
Moderate,OTHER,2,0.001610305958132045
Moderate,PEER,4,0.00322061191626409
Moderate,PSYCHIATRIST,144,0.11594202898550725
Moderate,UNDEFINED,7,0.005636070853462158
Severe,CARE_MANAGER,16,0.07079646017699115
Severe,CHAPLAIN,1,0.004424778761061947
Severe,CLINICIAN,49,0.2168141592920354
Severe,COACH,13,0.05752212389380531
Severe,PEER,2,0.008849557522123894
Severe,PSYCHIATRIST,145,0.6415929203539823
