Appt Data,Provider Role,appt_count,appt_pct
All Appts,CARE_MANAGER,1600,0.33977489912932685
All Appts,CHAPLAIN,38,0.008069653854321512
All Appts,CLINICIAN,1361,0.28902102357188364
All Appts,COACH,1037,0.22021660649819494
All Appts,OTHER,2,0.00042471862391165854
All Appts,PEER,11,0.002335952431514122
All Appts,PSYCHIATRIST,443,0.09407517519643237
All Appts,UNDEFINED,217,0.04608197069441495
All Appts - Past 90 Days,CARE_MANAGER,73,0.41954022988505746
All Appts - Past 90 Days,CHAPLAIN,4,0.022988505747126436
All Appts - Past 90 Days,COACH,42,0.2413793103448276
All Appts - Past 90 Days,UNDEFINED,55,0.3160919540229885
Appts with Escalation,CARE_MANAGER,374,0.16629613161405069
Appts with Escalation,CHAPLAIN,14,0.006224988883948421
Appts with Escalation,CLINICIAN,1026,0.4562027567807915
Appts with Escalation,COACH,441,0.19608714984437528
Appts with Escalation,OTHER,1,0.00044464206313917296
Appts with Escalation,PEER,6,0.0026678523788350376
Appts with Escalation,PSYCHIATRIST,359,0.1596265006669631
Appts with Escalation,UNDEFINED,28,0.012449977767896843
Appts with Escalation - Past 90 Days,COACH,1,0.07692307692307693
Appts with Escalation - Past 90 Days,UNDEFINED,12,0.9230769230769231
