,content_id,created,content_type_id,title,description,author,duration_in_minutes,view_count
0,c93a54bc-6c1f-452b-a1a2-c4bb63c310ac,2020-04-30 14:15:45.805947+00:00,WORKSHEET,Mourner's Bill of Rights,COVID Mourner's Bill of Rights,Dr. Alan Wolfelt,5.0,1
1,d69d5841-bd71-4439-86d5-99f5bd8f0f93,2021-11-30 17:45:48.978339+00:00,VIDEO,Finding the Silver Lining...Or Not,"Sometimes, it is not always ideal to find the silver linings in tough situations. In this video, the Wellfocused Team discusses the dynamics of toxic positivity and strategies to combat it to help pave your way to greater wellbeing.",Emily McPeak,38.0,17
2,ef26b471-65a4-4fd4-8384-f5c51821fd4f,2020-04-24 16:09:47.814598+00:00,VIDEO,Food Safety Tips,Practical tips for bringing grocery items into your home and storing them safely,"Jeffrey VanWingen, MD",13.0,5
3,84ee5ddb-4acd-4d9c-bd80-37329feb1cea,2020-04-24 16:09:47.814598+00:00,VIDEO,Ways to be Resilient ,Video-based tools to help build personal and professional resilience. The videos are added frequently and have different individuals contributing to resources and tips of how to be resilient. There are more than 20 videos in the library. ,UPENN Positive Psychology,,4
4,7cd2b88b-6fe7-499f-8a94-ada72b5cf325,2020-04-12 14:54:34.014735+00:00,VIDEO,What Optimists Do Differently,"This online course teaches you how to incorporate resilience interventions in your personal and professional lives. It will expose you to the foundational research of resilience including protective factors, such as mental agility and optimism.","Karen Reivich, PhD",13.0,3
5,3758d63b-3216-4074-945b-2c14c2f61ec7,2021-12-07 17:16:57.263285+00:00,VIDEO,Setting Boundaries around the Holidays,"Feeling overwhelmed with responsibilities during the holiday season? You're not alone. In this podcast, Dr. Lily Brown, Director of the Center for the Treatment and Study of Anxiety, presents the ""DEAR MAN"" skill. She will explain what this tool is and how to use it to effectively set boundaries and maximize your time and energy this holiday season.","Lily Brown, PhD",5.0,2
6,c2b5644b-9829-4bd5-a13a-b0c20bfcd111,2022-07-27 13:20:51.968926+00:00,VIDEO,Understanding Trauma,"Join Dr. Lily Brown, Director of Center for Treatment and Study of Anxiety as she discusses trauma and stressor-related disorders. Learn the impact of prolonged exposure, common responses, and ways to overcome it.",Lily Brown,17.0,2
7,c2230840-607b-4188-a42f-dc8c4047b49e,2022-10-20 18:57:58.308059+00:00,VIDEO,How to find the person who can help you get ahead at work,"The workplace is often presented as a meritocracy, where you can succeed by putting your head down and working hard. Wall Street veteran Carla Harris learned early in her career that this a myth. The key to actually getting ahead? Get a sponsor: a person who will speak on your behalf in the top-level, closed-door meetings you're not invited to (yet). Learn how to identify and develop a productive sponsor relationship in this candid, powerful talk.","Carla Harris, TEDWomen 2018",14.0,2
8,832417f2-0dc8-4690-aca4-0f21ee4e466c,2020-06-02 13:25:37.925890+00:00,VIDEO,Fixing Racism - racism is at the root of many of humanity's evils," Our subconscious bias often leads to racial stereotyping which can result in misunderstandings, discrimination, and even violence. Some of the worst atrocities in human history have occurred because one ethnic group was thought to be inferior to another. By acknowledging that we do recognize differences, by admitting that we can never be truly culturally competent, and by confirming our similarities, can we take the first steps to fixing racism? Executive Associate Dean of Clinical Partnerships and Professionalism for the Faculty of Medicine at the University of British Columbia (Canada), Gurdeep Parhar explains.",Gurdeep Parhar,18.0,2
9,99a551a8-c2fb-47a9-b3f6-64bc700d1b1a,2021-02-05 20:01:13.257546+00:00,VIDEO,Navigating COVID-19 Vaccine Hesitancy and Anxiety,"Dr. Thea Gallagher, PsyD is in conversation with Dr. Shafinaz Akhter, Infectious Diseases Physician and Director of Antimicrobial Stewardship at Chester County Hospital. In this 30-min conversation, the two navigate COVID-19 vaccine hesitancy and anxiety, unpack the science behind the vaccine, and acknowledge the mental and emotional factors involved in the decision to get vaccinated.","Dr. Thea Gallagher, PsyD",27.0,2
10,29d37ea6-bcfb-4913-91bc-355ccac79b95,2020-09-15 20:47:28.419186+00:00,VIDEO,Breathing for Balance and Stress Reduction,"This guided practice is called balance breath - it’s meant to calm and center us. The video guides individuals through the steps, focusing on the silence and center in on our inner peace. The practice shares steps for deep breathing and balanced breath. ",Simcha Zevit,7.0,2
11,c8a0b1eb-72e0-429c-acaf-11955c036436,2021-09-24 01:16:46.692761+00:00,VIDEO,Philadelphia Orchestra Digital Stage,"Browse through this selection of newly recorded concerts by the Philadelphia Orchestra and experience a range of musical classics. The Philadelphia Orchestra is one of the ""Big Five"" historically renowned American symphony orchestras. This ""Digital Stage"" presents recorded concerts that you can view right from your computer. This selection also includes a free series, ""Our City, Your Orchestra"" that highlights organizations throughout the Philadelphia region through music and storytelling.",Philadelphia Orchestra,,2
12,091d02e6-3c31-475c-a93a-b1b11be40843,2020-04-12 14:54:34.014735+00:00,VIDEO,Yoga Nidra Meditation for Sleep,"Use this guided meditation as you transition into sleep, or as a way to bring meditation into napping. When we can't sleep, it can be due to physical factors, mental and emotional factors, or a combination of both. This track will help facilitate rest, relaxation and sleep rhythms.",Jennifer Piercy,15.0,1
13,7fbb93cc-a77f-4fb0-8ab2-046a40e0131a,2020-09-15 20:47:28.419186+00:00,VIDEO,Practicing Gratitude and Compassion,"This practice of gratitude and compassion is meant to bring coherence in the body, to create a sense of calm, and reduce stress. This guided practice allows us to focus on our hearts and reflect on the gratitude for those around us, including ourselves, as well as the compassion we have for others and ourselves.",Simcha Zevit,6.0,1
14,21ef2eab-0da8-458a-9af6-eb0f60a1609f,2020-06-01 17:51:44.084593+00:00,VIDEO,Vernā Myers: How to overcome our biases? Walk boldly towards them,"The following video has been nominated from Penn Medicine's Office of Inclusion and Diversity. Our biases can be dangerous, even deadly — as we've seen in the cases of Michael Brown in Ferguson, Missouri, Eric Garner in Staten Island, New York and George Floyd in Minneapolis, Minnesota. Diversity advocate Vernā Myers looks closely at some of the subconscious attitudes we hold toward out-groups. She makes a plea to all people: Acknowledge your biases. Then move toward, not away from, the groups that make you uncomfortable. In a funny, impassioned, important talk, she shows us how.",Vernā Myers,18.0,1
15,0e997dda-15e1-446c-bcda-bea3a2271c60,2020-04-12 14:54:34.014735+00:00,VIDEO,Coping for Kids,This brief grounding exercise will help kids (and adults) calm down.,"Deborah Kim, MD",2.0,1
16,c18f441f-1992-4c6f-8b5a-6495e77f8036,2021-06-24 13:28:48.306363+00:00,VIDEO,Take a Deep Breath,Start by settling into the place where you are and taking some deep breaths in and out. Try sitting in a way that’s both relaxed and alert at the same time with both feet on the floor and hands resting on your thighs. When you’re in a stable position it helps to create stability in the mind as well. This practice allows you to focus on the sensation of breathing rather than the breaths you’re taking.,Simcha Zevit,7.0,1
17,c2c31499-5b71-4227-b733-89fd041826c8,2022-12-01 19:55:05.342325+00:00,PODCAST,The Wellfocused Podcast: Ep. 40 - What Gets Your Moving? (ft. Carly Musser),"Carly Musser, and Exercise Physiologist and Mental Performance Consultant, joins The Wellfocused Podcast to discuss the motivation behind exercise. We dive into how motivation varies person to person, what types of motivation are most effective, and the importance of finding your ""why"".",Mitch Sherman,22.0,294
